imdb_id,imdb_rating,imdb_votes
tt0363721,6.2,335
tt0381408,3.6,125
tt0358613,4.0,29
tt0388315,3.3,213
tt0382188,5.2,228
tt0379375,7.7,1850
tt0366880,2.1,244
tt0347779,8.0,2374
tt0363833,3.3,504
tt0371922,5.8,823
tt0384491,6.9,1529
tt0362902,5.4,338
tt0341562,6.9,499
tt0352830,4.3,293
tt0330783,6.3,297
tt0377131,6.9,592
tt0357208,2.6,104
tt0375021,6.5,292
tt0410521,8.0,169
tt0385982,3.8,181
tt0374271,7.1,15219
tt0348258,6.5,323
tt0338477,4.7,1292
tt0348172,6.0,476
tt0386499,4.4,123
tt0357328,3.9,175
tt0383719,5.7,682
tt0307873,6.5,2478
tt0382385,5.3,1324
tt0387678,7.3,675
tt0238936,7.6,35705
tt0294662,6.6,4267
tt0222024,5.4,6040
tt0306434,7.4,11499
tt0330843,6.8,6263
tt0296574,8.0,13474
tt0319020,6.2,7059
tt0326576,6.3,2729
tt0313844,6.9,1091
tt0324951,5.0,570
tt0326722,4.6,333
tt0321067,3.4,182
tt0247911,3.1,2122
tt0338721,3.1,125
tt0315777,6.3,40
tt0272736,5.0,4604
tt0321494,4.6,434
tt0325041,4.4,585
tt0331216,4.2,1003
tt0348824,4.4,463
tt0331421,5.0,699
tt0337585,6.6,967
tt0405722,6.6,8
tt0494924,3.1,13
tt0337971,6.6,2281
tt0335044,5.2,423
tt0328998,5.3,1499
tt0331479,2.9,525
tt0375733,6.8,113
tt0307866,5.5,221
tt0391187,6.5,11
tt0331256,3.3,325
tt0308347,3.7,1146
tt0320097,4.4,1212
tt0396057,5.8,40
tt0326983,2.8,2748
tt0337652,4.5,655
tt0342624,3.9,356
tt0367919,4.7,13
tt0322936,4.7,171
tt0306840,3.4,241
tt0311411,3.7,338
tt0327004,5.6,487
tt0312883,3.8,401
tt0327005,3.0,231
tt0313395,4.5,269
tt0307116,3.4,1066
tt0326600,3.8,1013
tt0341455,7.4,1517
tt0337633,5.7,555
tt0311356,8.3,113
tt0341458,4.1,62
tt0322653,5.3,1960
tt0292113,6.8,240
tt0248216,5.0,2553
tt0305455,6.4,647
tt0327071,5.5,1713
tt0323415,5.7,6
tt0274019,3.9,284
tt0335592,3.5,87
tt4063584,6.8,13
tt0315632,5.6,1099
tt0331639,6.0,4340
tt0284479,4.6,420
tt0319736,8.1,13455
tt0310254,5.6,2384
tt0318956,4.6,147
tt0339878,3.7,203
tt0307682,4.3,225
tt0316911,4.0,29
tt0309087,5.2,60
tt0332766,6.4,413
tt0341549,4.6,800
tt0328671,4.8,1997
tt0340464,5.8,46
tt0248126,7.4,41143
tt0338566,4.8,217
tt0169102,8.1,95686
tt0284137,7.2,9372
tt0300028,5.3,1991
tt0292490,8.1,62313
tt0256692,5.4,3907
tt0248617,4.4,3034
tt0293342,6.7,2357
tt0294264,7.1,1746
tt0305173,4.7,1026
tt0273406,3.8,357
tt0289845,5.9,1518
tt0278291,6.3,7480
tt0272543,3.5,107
tt0249371,6.5,12612
tt0118578,3.7,655
tt0283911,3.8,550
tt0284083,5.0,1418
tt0466208,5.0,23
tt0477574,5.8,22
tt0279021,4.5,73
tt0273164,5.7,79
tt0267363,7.6,2284
tt0301179,4.6,378
tt0273535,4.1,92
tt0302524,5.6,81
tt0272607,4.3,380
tt0275381,5.1,73
tt0284999,7.5,54
tt0278522,5.8,1988
tt0292552,4.1,362
tt0317811,4.4,92
tt0271604,4.6,574
tt0272688,6.0,801
tt0299027,7.0,277
tt0297983,4.6,67
tt0446159,6.0,20
tt0272735,4.3,85
tt0284328,5.1,1013
tt0396044,4.5,11
tt0291376,7.8,12522
tt0227194,5.4,4484
tt0297241,5.3,1696
tt0287537,6.0,1409
tt0285958,4.0,528
tt0281102,5.7,719
tt0285319,6.6,39
tt0301240,6.3,356
tt0169102,8.1,95686
tt0306855,6.7,1607
tt0299108,7.5,6232
tt0265452,5.3,97
tt0277981,5.5,219
tt0847758,6.6,39
tt0292740,4.0,607
tt0290326,7.5,2879
tt0298606,5.7,704
tt0255713,6.2,1384
tt0213890,7.1,25313
tt0255111,6.5,6322
tt0248185,6.7,5977
tt0234000,6.9,12566
tt0247944,4.9,1106
tt0247992,5.0,2703
tt0301250,4.9,278
tt0298607,3.0,133
tt0151150,6.1,8795
tt0254927,4.1,236
tt0437058,4.5,22
tt0248012,6.1,3541
tt0402796,4.8,6
tt0250690,5.4,1738
tt0250483,5.9,1788
tt0286504,3.7,196
tt0252277,4.6,1728
tt0326745,4.4,173
tt0230055,5.4,563
tt0494926,4.5,25
tt0271996,4.0,5
tt0280465,7.1,271
tt0261545,7.3,537
tt0270880,4.2,448
tt0255097,4.6,523
tt0255112,3.8,1184
tt0116391,6.3,199
tt0213677,4.9,120
tt0244528,5.3,1488
tt0250415,5.2,3778
tt0272651,5.4,100
tt0242519,8.2,49963
tt0255212,5.6,1650
tt0249588,2.7,338
tt0222012,7.9,10477
tt0255120,5.0,187
tt0245825,4.7,2626
tt0221982,5.1,682
tt0354662,5.0,20
tt0263491,4.9,1035
tt0289725,4.2,315
tt0251756,6.1,993
tt0268401,4.4,1722
tt0250452,5.1,858
tt0220596,4.5,323
tt0255305,5.3,1598
tt0311413,4.3,177
tt0255309,6.1,864
tt0218533,6.8,2069
tt0232079,3.8,3804
tt0222270,6.2,6262
tt0255543,3.5,72
tt0271748,5.1,1684
tt0273884,6.6,14
tt0120117,4.6,378
tt0259534,8.7,1310
tt0250774,3.0,530
tt0481880,5.1,11
tt0253194,5.1,712
tt0778824,2.4,8
tt0149568,5.4,1462
tt0278315,5.2,705
tt0211934,6.8,15605
tt0284811,5.4,1318
tt0200435,5.0,567
tt0286478,3.6,1263
tt0462041,5.9,42
tt0252038,5.1,194
tt0207341,5.7,4332
tt0281656,7.2,352
tt0286539,7.2,25
tt0272062,4.8,597
tt0217351,5.8,160
tt0225515,5.4,946
tt0940881,6.5,28
tt0286640,3.7,162
tt0233808,6.8,190
tt0216707,5.1,991
tt0267548,6.2,2545
tt0207513,3.4,480
tt0281913,4.3,439
tt0233856,4.8,3485
tt0246687,6.6,395
tt0189592,5.7,1396
tt0150992,7.5,15871
tt0216817,6.2,6000
tt0206020,5.1,262
tt0317641,4.0,47
tt0196635,4.8,1905
tt0226847,4.8,1470
tt0230347,5.9,2335
tt0339239,4.0,29
tt0439641,6.4,21
tt0206067,6.0,1234
tt0226786,5.4,425
tt0220594,5.2,447
tt0213775,5.4,540
tt0195002,7.8,3071
tt0220597,5.3,670
tt0172704,3.2,530
tt2008546,5.2,5
tt0217608,4.4,133
tt0206921,6.2,4465
tt0214931,5.4,802
tt0209263,3.3,331
tt0275608,4.4,154
tt0489530,5.2,9
tt0286910,4.6,275
tt0259547,7.7,26
tt0111068,6.8,4849
tt0338264,4.5,45
tt0286891,4.7,31
tt0286934,4.5,218
tt0207626,6.8,22
tt0220757,7.7,2366
tt0215196,6.6,213
tt2008624,5.1,7
tt0267928,2.5,185
tt0410809,4.4,17
tt0220832,8.0,11521
tt0215245,5.9,514
tt0214178,6.2,2371
tt2008631,5.4,42
tt0200087,8.1,22740
tt0172684,7.7,44258
tt0282275,4.6,599
tt0211634,6.1,2276
tt0173081,6.7,2612
tt0152836,6.7,4646
tt0244794,6.1,1254
tt0173080,6.7,3744
tt0164538,7.6,25032
tt0190419,7.3,10339
tt0172761,5.3,1912
tt0282268,4.6,222
tt0210659,6.6,2072
tt0118673,5.8,2414
tt0210609,6.6,1225
tt0273045,3.6,102
tt0286416,4.8,74
tt0286421,4.2,215
tt0395463,2.5,22
tt0273452,4.8,1495
tt0446118,3.5,17
tt0118654,4.3,493
tt0207415,6.3,424
tt0164550,5.5,6494
tt0189492,6.9,1627
tt0205968,4.6,549
tt0317355,5.0,35
tt2008498,4.5,19
tt0280968,7.4,325
tt0210659,6.6,2072
tt1265654,5.0,7
tt0497915,7.3,9433
tt0164538,7.6,25032
tt2167753,3.7,12
tt2008530,4.6,19
tt0286707,3.9,98
tt0818603,5.6,46
tt0286683,4.8,264
tt0178562,7.2,255
tt0319480,5.6,21
tt0190419,7.3,10339
tt0116737,4.4,123
tt0286723,4.6,37
tt0182251,5.8,2160
tt0262527,5.7,694
tt0286772,4.5,116
tt0119596,4.0,344
tt0195814,7.2,872
tt0349635,3.4,25
tt0273804,3.5,254
tt0483288,5.3,35
tt0495848,5.2,12
tt0395668,4.6,30
tt0119862,5.1,327
tt0286752,5.8,1040
tt0210920,1.8,448
tt0364519,6.2,43
tt0189633,6.6,990
tt0242831,5.9,78
tt0286907,5.6,93
tt0286803,4.2,35
tt0479718,5.5,8
tt0286936,5.3,347
tt0376158,2.5,129
tt0287081,4.8,32
tt0170704,7.0,227
tt0238591,3.8,50
tt0287111,6.9,493
tt0195231,8.2,12053
tt0122233,6.8,107
tt0211126,7.9,2671
tt0264210,4.4,232
tt0120545,6.3,192
tt0455199,5.3,38
tt1849067,5.2,15
tt0396255,5.2,46
tt0130348,5.2,213
tt0118983,7.0,19315
tt0119861,7.0,12858
tt0133024,6.9,9208
tt0119239,7.3,4180
tt0395827,6.4,12
tt0347416,5.1,2284
tt0287152,5.7,48
tt0120551,5.7,1394
tt0136352,6.2,7664
tt0119427,6.1,1969
tt0118957,6.7,2136
tt0118546,6.1,195
tt0229193,6.5,163
tt0225029,4.6,1148
tt0118525,4.7,751
tt0118660,4.5,849
tt0119285,6.1,2168
tt0112308,3.8,45
tt0289685,4.6,524
tt0135393,5.2,57
tt0233422,7.4,11620
tt0251053,4.0,47
tt0135161,5.1,293
tt0286545,4.6,8
tt0286576,7.4,58
tt0118931,5.9,874
tt0119234,7.7,40
tt0172534,5.3,550
tt0286664,4.2,314
tt0119295,4.9,114
tt0185335,6.6,1014
tt0118680,4.4,192
tt0251068,6.5,13
tt0273695,4.1,16
tt0119428,6.0,4684
tt0809515,5.9,9
tt0251143,4.4,822
tt0420707,6.2,34
tt0351126,5.6,24
tt0187202,5.7,67
tt0440590,5.7,470
tt0286724,3.5,255
tt0339233,4.3,51
tt0290231,6.9,15
tt0368825,4.7,12
tt0119721,2.5,346
tt0122173,4.3,49
tt0119760,5.3,255
tt0162480,6.4,5549
tt0251356,3.9,126
tt0400584,7.4,19
tt0269758,3.8,313
tt0119491,4.6,551
tt0251194,4.5,141
tt0119720,7.5,391
tt0271243,5.0,43
tt0130197,5.6,94
tt0952685,3.6,15
tt0120456,7.5,2296
tt0286938,6.3,21
tt0120540,6.8,11818
tt0152278,4.9,71
tt0117437,6.1,6429
tt0116690,5.6,1920
tt0250122,7.2,992
tt0127289,6.5,129
tt0251395,5.5,74
tt0116407,7.4,2842
tt0115541,4.9,19
tt0115484,6.1,593
tt0246905,5.9,1079
tt0251426,4.6,546
tt0115568,4.3,1473
tt0297001,7.3,29
tt0149609,6.4,52
tt0267252,3.7,150
tt0358960,6.4,8
tt0115616,3.8,98
tt0115620,4.6,53
tt0350604,4.2,47
tt0115668,4.5,24
tt0172234,5.5,2451
tt0338855,4.7,196
tt0116024,5.5,436
tt0116035,4.9,248
tt0115558,6.2,31
tt0286593,5.8,1387
tt0446889,4.0,79
tt0116153,4.1,600
tt0294492,4.4,9
tt0172163,5.2,170
tt0136153,4.7,2026
tt0116308,7.2,5401
tt1579530,7.4,74
tt0322027,5.0,152
tt0308417,7.1,226
tt0319500,4.7,167
tt0338960,4.4,97
tt0151090,4.0,481
tt0447196,6.4,10
tt0112916,5.1,167
tt0116898,5.1,446
tt0246729,6.0,5351
tt0135515,4.6,264
tt0116763,7.5,2416
tt0378281,3.3,21
tt0115019,3.4,296
tt0286620,4.9,107
tt0116726,3.9,201
tt0978642,5.9,71
tt0116730,5.7,27
tt0117111,6.2,26
tt0344098,4.2,32
tt0400617,5.1,51
tt0117099,5.5,299
tt0117374,5.7,377
tt0267742,4.0,45
tt0117436,4.6,246
tt0135621,4.7,253
tt0246839,4.9,168
tt0116950,7.8,1795
tt0117186,5.4,9
tt1027849,6.0,38
tt0135641,5.2,932
tt0827202,7.5,55
tt0117623,4.9,63
tt0483786,4.7,14
tt0267813,1.9,183
tt0117470,5.3,96
tt0117878,6.2,445
tt0339864,4.3,59
tt0286942,6.7,157
tt0200441,6.9,145
tt0117672,4.8,10
tt0117983,5.2,1192
tt0405499,5.3,21
tt0172089,5.4,712
tt0109031,5.2,26
tt0112309,6.5,38
tt0112313,7.0,4271
tt0341639,5.4,64
tt0112359,5.2,214
tt0204823,4.4,138
tt0121989,6.6,1995
tt0112459,5.3,1012
tt0439464,6.4,83
tt0101616,6.2,2123
tt0870221,6.2,12
tt0309618,4.4,76
tt0112870,8.1,59141
tt0112738,5.7,375
tt0405873,3.6,19
tt0112876,4.3,40
tt0112272,5.2,26
tt1297447,4.7,10
tt0260066,4.2,105
tt0375791,4.3,307
tt0286672,4.5,276
tt0172574,4.5,375
tt0113185,5.1,24
tt0113237,4.3,35
tt0172519,4.2,2092
tt0286705,6.1,157
tt0113455,5.6,123
tt0113457,4.1,21
tt0267613,3.6,34
tt0113526,6.8,11858
tt0113528,5.2,50
tt0343850,5.3,73
tt0400565,2.8,10
tt0446158,4.5,774
tt0361721,3.4,30
tt0241753,7.5,91
tt0113913,5.5,502
tt0292606,5.1,440
tt0316112,5.4,53
tt0114031,4.2,1457
tt0363846,5.2,24
tt0267703,4.5,476
tt0114153,5.2,44
tt0114175,4.1,182
tt0113822,5.6,75
tt0940893,6.9,50
tt0114230,5.3,658
tt0290258,4.3,510
tt0114234,7.5,8440
tt0114231,5.4,3434
tt0114232,4.2,60
tt0318607,5.1,168
tt0347722,4.8,41
tt0114316,3.9,55
tt0274764,4.3,40
tt0114236,7.1,90
tt0395748,4.7,20
tt0343048,4.2,156
tt0135666,4.6,162
tt0114615,6.6,313
tt0395746,3.9,14
tt0114317,6.0,4111
tt0337625,5.1,298
tt0115009,4.7,287
tt0395802,5.3,771
tt0114337,3.4,10
tt0110546,6.9,7118
tt0114618,7.7,72
tt0173301,5.1,81
tt0110076,7.5,17427
tt0110942,6.3,2204
tt0110280,7.4,1656
tt0112884,6.1,72
tt0187227,5.8,1001
