userId,movieId,rating,timestamp
4226,139205,4.5,1525390273
4226,167392,4.5,1525390516
4226,178933,4,1528063206
4226,186749,4.5,1537786951
4226,193843,4,1537786928
4284,78557,4,1526990041
4284,159606,4,1526990011
4284,184583,3,1526990039
4331,34466,0.5,1302376710
4331,82980,0.5,1302376712
4605,107883,3.5,1490733228
4605,135729,2,1443275158
4637,178079,2.5,1533406103
4637,181245,3.5,1522541019
4694,568,3,843159903
4796,6244,4,1046634947
4796,6683,2.5,1061136167
4796,81087,3,1287155013
4796,133229,3.5,1437868653
5072,2284,5,956593240
5361,141058,5,1440415365
5364,151459,4,1453957841
5544,157106,3,1469995042
5719,71460,4.5,1262397986
5747,107707,2.5,1503470251
5747,135823,2,1503470254
5747,135829,2.5,1503470253
5765,98000,3.5,1535715670
6080,97648,4,1534660416
6080,100336,4,1496818016
6080,132456,3,1480272606
6080,132468,4,1519475050
6080,134330,3,1496818055
6080,141060,3.5,1496817937
6080,151997,3,1496817954
6080,160301,3.5,1488401584
6080,160436,3.5,1480272457
6080,160555,3.5,1496818003
6080,167038,2.5,1502709859
6080,169888,1.5,1519475413
6080,173827,3,1496818332
6080,176063,2.5,1501225256
6080,176697,4,1519475027
6080,177095,3.5,1519475013
6080,181079,3.5,1516593675
6080,184213,3.5,1519474945
6080,184779,3,1519475298
6080,184781,3.5,1519475540
6080,187661,2.5,1525540425
6080,187663,4,1525540590
6080,190307,4,1530356737
6116,6683,5,1079846457
6299,2284,3,976311196
6299,6244,4,1048105868
6301,1900,5,960069933
6325,107883,4.5,1451087275
6337,73881,4.5,1401196770
6407,27362,1,1228936508
6412,141060,0.5,1481312490
6424,71460,4.5,1269989681
6465,51884,2.5,1417325529
6753,98956,3,1390700987
6851,132468,4,1429438620
6910,568,4,939064808
6990,34435,3.5,1453236631
6990,132456,4.5,1453236686
6990,141702,4.5,1453237338
7224,71444,0.5,1463174856
7224,81111,0.5,1463489788
7224,112501,0.5,1463174854
7224,116704,0.5,1463489883
7224,129437,0.5,1463863452
7224,133389,0.5,1463782274
7224,147024,0.5,1463952375
7224,150296,0.5,1463590938
7224,151461,0.5,1463780879
7224,151997,0.5,1463489877
7224,152348,0.5,1463525219
7236,74787,4,1448829560
7492,79974,3.5,1457319585
7624,151459,3,1453504852
7818,56167,3.5,1374587620
7932,87882,0.5,1434853189
7932,93923,0.5,1434852597
7932,99731,0.5,1434853343
7932,101640,0.5,1434852978
7932,103363,0.5,1434852349
7932,104379,1,1434854257
7932,106064,0.5,1434853571
7932,120138,0.5,1434854053
7932,121133,0.5,1434852789
7932,134234,0.5,1434853925
7932,134338,0.5,1434853912
7932,134342,0.5,1434853914
8040,112909,0.5,1486722190
8040,134180,1,1486706870
8040,141203,0.5,1486709220
8040,146242,0.5,1486709219
8040,146408,0.5,1486722170
8040,152812,0.5,1486722297
8040,152882,0.5,1486722322
8040,154348,0.5,1486722323
8040,155285,0.5,1486710811
8040,168406,0.5,1486711580
8141,6683,3.5,1095234761
8141,73513,3.5,1263339791
8216,73881,4,1487610205
8216,74787,4.5,1425485830
8216,89554,4,1425485821
8216,99636,3.5,1373465684
8216,107883,3.5,1425485889
8344,34435,5,1432909985
8344,133389,1,1432910081
8344,134178,4,1432909888
8344,134180,4,1432909880
8344,134182,5,1432909875
8348,120138,3.5,1439752464
8348,147940,3,1448827470
8350,2284,4,1062944908
8355,120486,5,1420233929
8397,115973,3.5,1418921631
8397,118762,0.5,1418921565
8446,99119,0.5,1476820901
8453,568,4,840239063
8527,1900,1.5,1389294437
8573,6244,0.5,1231540720
8689,57183,4,1489259380
8913,51884,4.5,1236394349
9007,27163,5,1437895332
9007,27362,5,1437895294
9007,36086,4.5,1437895308
9007,83457,4.5,1437895405
9031,130492,3.5,1431003889
9064,139,2,1053924583
9168,55098,1,1479004364
9168,83424,1,1479004367
9168,94969,1,1479004366
9168,97648,1,1479004367
9168,103639,1,1479004367
9168,105343,1,1479004367
9168,130618,1,1479004366
9168,133229,1,1479004369
9168,133769,1,1479004367
9168,134236,0.5,1479004378
9168,135765,1,1479004367
9168,135839,1,1479004368
9168,141702,1,1479004366
9168,151459,1,1479004366
9252,147024,1,1447855750
9254,71460,3,1254729183
9261,5985,3,1072767633
9303,129437,3.5,1432047196
9303,133695,3.5,1432058078
9303,133697,3,1432058074
9303,133699,3.5,1432058075
9303,134593,3.5,1433573462
9380,27326,3,1278184701
9384,8971,3,1457672679
9384,27518,4.5,1457672595
9384,27729,4,1457672615
9384,46770,3,1457671572
9384,56167,3,1457671480
9384,58111,4.5,1458418617
9384,58933,2,1457671578
9384,73051,4,1457672734
9384,74426,4,1457671538
9384,74641,3,1457671487
9384,76051,3.5,1457671531
9384,76056,3.5,1457671535
9384,76132,4,1458417829
9384,88069,3.5,1457671491
9384,91844,3.5,1457672580
9384,94663,3,1457671508
9384,99061,2.5,1457671565
9384,101640,3.5,1457672676
9384,107707,4.5,1457672660
9384,108514,5,1457671555
9384,109277,2.5,1457671554
9384,117310,3.5,1457672717
9384,132358,2,1457671494
9384,134230,3.5,1457672693
9384,134342,3,1457672728
9384,135823,2.5,1457672696
9384,135875,4.5,1457672614
9384,153794,5,1458417976
9685,100336,2.5,1524862928
9685,133767,2,1524862923
9685,167392,2,1524862939
9685,171751,2,1524862934
9685,181751,3.5,1524862928
9739,93782,3.5,1524328841
9739,103050,3.5,1524328841
9739,105477,4,1524328841
9739,109728,3.5,1524328842
9739,134332,4,1524328846
9739,135601,3.5,1524328841
9739,135767,3.5,1524328845
9739,136497,3.5,1524328845
9739,142382,4,1524328841
9739,152836,3.5,1524328843
9739,153780,3.5,1524328838
9739,154470,3.5,1524328842
9739,161094,3.5,1524328845
10038,33688,3,1378554495
10038,34466,5,1378554520
10038,36083,4,1378554559
10038,42208,2,1378554562
10038,69136,3.5,1378554121
10038,69187,0.5,1378554612
10038,69269,1,1378554629
10038,71688,5,1378554146
10038,72953,4,1378554416
10038,73900,5,1378554493
10038,76291,3,1378554400
10038,79507,4.5,1378554218
10038,80777,4.5,1378554488
10038,81111,4,1378554237
10038,82097,2,1378554285
10038,82906,4,1378554345
10038,83004,3,1378554165
10038,83264,3,1378554172
10038,83956,2,1378554404
10038,84238,3.5,1378554233
10038,89632,3,1378554225
10038,91250,2.5,1378554642
10038,93923,0.5,1378554569
10038,98198,5,1378554254
10038,98956,4.5,1378554101
10038,100727,2.5,1378554478
10038,101719,4,1378554525
10038,104379,4,1378554389
10130,155758,5,1468062420
10130,161034,5,1468062469
10355,107883,4,1533182248
10472,120138,3,1449180375
10494,112909,3.5,1461151967
10682,56167,3,1432802885
10682,57183,4.5,1432802887
10682,73513,4.5,1432802887
10682,73881,4.5,1432802887
10682,88069,4.5,1432802886
10682,89554,4.5,1432802886
10682,91844,4,1432802887
10682,94663,3.5,1432802887
10682,99636,4,1432802884
10682,109093,3,1432802887
10682,112640,2.5,1432802887
10682,129437,3.5,1432802884
10682,129788,2.5,1432802887
10714,78192,3.5,1401857147
10714,167392,4,1520459513
10796,94969,4,1440385015
10815,58111,4.5,1494241443
10997,34435,4.5,1311967041
11048,2284,4,919819899
11054,6683,0.5,1429708559
11070,568,3,844081499
11330,6244,1.5,1451964328
11476,1900,4.5,1315661727
11612,45036,4,1430122983
11612,48239,3.5,1433665561
11612,51884,4.5,1436719441
11612,55098,4,1431577277
11612,69136,3.5,1432786156
11612,81111,3,1431059665
11612,83457,2,1434000912
11612,97648,5,1444811265
11612,112501,4,1453581985
11612,115973,2.5,1438800308
11612,117506,4.5,1416820477
11612,121370,2,1433878929
11612,130492,3.5,1426844139
11612,132456,4.5,1431808525
11612,132468,4.5,1434859865
11612,133229,4.5,1444811605
11612,133389,5,1438285213
11612,133695,3.5,1435088902
11612,134180,4,1444811144
11612,134815,1,1434050098
11612,134867,3.5,1434311560
11612,135494,4,1434909536
11612,135839,3.5,1435261578
11612,137920,3,1451088430
11612,139205,3,1438371968
11612,139865,2,1438197192
11612,140142,2,1438541807
11612,146156,4.5,1453581822
11612,148058,4,1454260052
11612,153772,3,1456307694
11655,74406,3.5,1410637853
11655,106064,2,1471969465
11655,162844,2,1471969922
11779,5985,3,1425055814
11779,8971,3,1425016706
11779,27131,3.5,1425055475
11779,27163,4.5,1425055949
11779,27326,3,1425055753
11779,27362,3,1425016631
11779,27518,4,1425055395
11779,33688,3.5,1425055649
11779,34466,3.5,1425055645
11779,35828,4,1425055879
11779,36083,3,1425055745
11779,36086,4,1425016661
11779,41650,4.5,1425016679
11779,42208,3.5,1425055774
11779,46770,3.5,1425055739
11779,52182,3,1425055795
11779,58933,3,1425055806
11779,69187,4.5,1425055801
11779,69269,3,1425055831
11779,71444,4.5,1425016498
11779,71460,3.5,1425055532
11779,71688,3.5,1425055388
11779,73051,4,1425016699
11779,73170,3,1425055353
11779,73900,4.5,1425016714
11779,74426,3,1425055685
11779,74641,4,1425055810
11779,74787,3.5,1425055624
11779,76051,4,1425055791
11779,76056,4,1425016829
11779,76132,5,1425016648
11779,76238,2.5,1425055616
11779,76241,4,1425055633
11779,76269,3,1425016689
11779,76291,3.5,1425055604
11779,77210,3,1425055679
11779,78196,5,1425016622
11779,78557,2,1425016723
11779,78873,4,1425055464
11779,79507,4.5,1425016543
11779,79838,4.5,1425055874
11779,80777,3.5,1425055523
11779,81671,4.5,1425016550
11779,82097,3.5,1425055621
11779,82902,2.5,1425016511
11779,82906,3.5,1425055669
11779,83004,4.5,1425055952
11779,83038,3.5,1425055411
11779,83264,4,1425055430
11779,83339,3,1425055508
11779,83424,3,1425016701
11779,83956,3,1425055766
11779,87882,4,1425055749
11779,88065,4.5,1425016673
11779,89632,5,1425016601
11779,91241,4.5,1425055666
11779,91250,4.5,1425055842
11779,91805,4,1425055564
11779,93782,4,1425016524
11779,93921,5,1425016641
11779,93923,4,1425055838
11779,94661,3.5,1425055599
11779,94900,4.5,1425016812
11779,98000,3.5,1425055770
11779,98198,4.5,1425016619
11779,99061,3,1425055798
11779,99731,3.5,1425055688
11779,101640,3.5,1425055700
11779,101719,3.5,1425055611
11779,103050,4.5,1425055661
11779,103363,1.5,1425055446
11779,103671,4,1425055561
11779,104379,3.5,1425055709
11779,105084,5,1425055638
11779,105343,4.5,1425016556
11779,105477,4,1425016818
11779,105599,3,1425055901
11779,106462,4.5,1425016396
11779,107707,4,1425016710
11779,109096,3.5,1425055518
11779,109277,4,1425055569
11779,112594,2.5,1425055905
11779,112903,3,1425055705
11779,112907,4.5,1425055653
11779,116704,4.5,1425016778
11779,118762,4,1425055787
11779,120486,4,1425055881
11779,121133,3,1425055674
11801,144934,5,1500386202
12023,132952,4,1437933354
12023,133697,4,1444580099
12117,34435,5,1441695246
12117,81671,3.5,1441695534
12117,91241,2,1441695545
12289,27163,0.5,1443392666
12312,568,3,835258497
12451,6244,3.5,1373462172
12469,27362,3.5,1448799302
12482,1900,4,965323787
12487,73881,2.5,1304474001
12512,94969,5,1458895589
12573,57183,4,1439782757
12573,120138,4,1439782769
12573,135875,4,1507004932
12573,179397,4,1524834453
12596,167840,5,1488112427
12615,135823,3,1441289030
13287,2284,3,971735908
13511,175559,0.5,1500196521
13537,55098,4,1428606011
13537,97648,4,1428606011
13537,107883,3.5,1428606529
13538,184165,5,1518905850
13559,51884,4,1180226953
13717,98198,4.5,1442920293
13717,115973,4.5,1442919221
13717,130618,4.5,1442874124
13717,132456,4.5,1442919409
13717,137112,4.5,1442919470
13717,141702,5,1451036933
13717,159606,4,1470509412
13717,167392,4,1533740887
13977,27518,4,1533804008
13977,46770,3,1473707813
13977,71688,3,1483726838
13977,82154,1.5,1473708042
13977,83264,3.5,1533804005
13977,83424,4,1511628865
13977,88069,3.5,1473707526
13977,89554,5,1473707318
13977,107707,3.5,1511628929
13977,108514,5,1473707366
13977,133389,2,1473707622
13977,133699,4.5,1533803799
13977,133769,4,1473708089
13977,134332,3,1473707644
13977,134334,3.5,1473708024
13977,134867,4,1533803991
13977,135555,1.5,1473708028
13977,139205,3,1473707788
13977,141060,4.5,1521267490
13977,141162,3,1473708035
13977,142677,4.5,1524505034
13977,142833,3.5,1473707667
13977,146234,3,1511628877
13977,146390,3.5,1511628873
13977,147940,5,1473707328
13977,151459,3.5,1473707508
13977,153766,3.5,1473708017
13977,153790,3.5,1483726796
13977,154472,3.5,1473707390
13977,155285,4,1511628888
13977,159437,2.5,1473707570
13977,160555,4.5,1474710552
13977,161034,1,1483726728
13977,161608,3.5,1473707740
13977,162542,3.5,1483726754
13977,163470,4,1473707493
13977,173175,3.5,1503815159
13977,184211,4,1533803839
13977,184583,4.5,1521267456
13977,189861,1.5,1533803271
14062,27729,4,1489901760
14062,34466,5,1489892597
14062,58111,4,1489899287
14062,73051,3,1489899422
14062,73513,5,1489892886
14062,134230,4.5,1489899385
14062,134240,4,1489893126
14062,142384,5,1489900655
14062,146244,5,1489892613
14062,146366,4.5,1489893121
14062,149670,5,1489892998
14062,153030,5,1489900984
14159,94969,5,1429859224
14159,97648,5,1429859214
14169,73881,5,1390703250
14186,107883,4,1448393375
14186,120138,3.5,1448397087
14311,51884,2.5,1215234539
14353,71460,1.5,1461067829
14353,73513,4,1461067940
14353,91844,3.5,1461067919
14353,133389,4,1461084656
14353,135777,1,1461068162
14353,150268,0.5,1461068160
14353,153804,1,1461068158
14386,176331,3.5,1504675699
14408,157106,5,1460995997
14581,568,4,940689925
14581,1900,5,940675295
14933,6683,4,1107961286
15135,89554,5,1484975738
15135,101640,4.5,1472433688
15235,118446,3,1502305525
15235,182705,2.5,1513543136
15370,78557,4.5,1338241423
15374,183717,4.5,1516349712
15476,167392,4.5,1531667242
15477,81671,3.5,1429699604
15542,6244,3.5,1099373966
16043,36086,5,1462678936
16043,46770,5,1462679018
16043,55098,5,1462679020
16043,56167,5,1462678873
16043,58111,5,1462679014
16043,58933,5,1462679024
16043,64650,5,1462678874
16043,71688,5,1462678959
16043,73900,5,1462678963
16043,74426,5,1462678981
16043,74641,5,1462678894
16043,74787,5,1462678868
16043,76056,5,1462678983
16043,76132,5,1462678915
16043,78410,5,1462678987
16043,79507,5,1462678917
16043,83264,5,1462678993
16043,83424,5,1462678918
16043,88069,3.5,1462678923
16043,91241,5,1462678869
16043,94663,5,1462678926
16043,94900,5,1462679001
16043,103639,5,1462678930
16043,107707,5,1462678943
16043,108514,5,1462679007
16043,109728,5,1462678941
16043,112903,5,1462679017
16043,115973,5,1462678940
16043,121133,5,1462678938
16043,130492,5,1462678879
16043,132358,5,1462678881
16043,134180,5,1462678884
16043,134867,5,1462678886
16043,135795,5,1462678890
16043,141058,5,1462678958
16043,149670,5,1462678949
16043,153794,5,1462678951
16080,178933,3.5,1528651407
16107,2284,4,965214516
16118,139148,4.5,1510062226
16143,112907,4.5,1442796172
16143,117310,4.5,1442795977
16230,27518,4,1457085252
16230,152067,4,1457085225
16298,568,3,835818614
16310,6683,5,1133059670
16339,56167,2,1216748454
16416,2284,3,1010270029
16416,6244,4.5,1092012319
16515,1900,3,1039362846
16523,51884,4.5,1506143390
16523,58111,5,1528535913
16523,107883,5,1512114471
16537,83424,3,1383498634
16537,83956,0.5,1383499195
16537,93921,1,1383499374
16537,94663,1.5,1383498874
16537,98000,0.5,1383499109
16537,98198,2.5,1383498944
16537,104379,1,1383500347
16537,105477,1.5,1383499480
16555,120138,0.5,1421946461
16623,91844,4,1388477053
16623,105338,3,1381003890
16623,108160,3.5,1389938647
16854,5985,4,1336411331
16854,73881,5,1336410072
16854,76132,5,1336411544
16854,79507,4.5,1336410853
16854,82906,4,1336411679
16854,83264,4,1336411746
16854,84238,4,1336410225
17113,141058,3,1440371902
17288,34435,3,1409072877
17299,55098,4,1473941027
17299,76056,3,1473939783
17299,88069,4,1473941108
17299,94969,4,1473939772
17299,135763,3.5,1473941239
17299,148058,3.5,1473939405
17299,153780,4,1473939711
17299,159207,3.5,1473941310
17299,160279,3.5,1473939724
17340,154482,4,1456914755
17437,185601,3.5,1521658709
17509,130618,5,1463754538
17509,134182,5,1463754528
17509,135500,5,1463754520
17509,151459,5,1463754497
17509,159065,3.5,1463754316
17607,74787,0.5,1269236243
17768,89554,4.5,1410600090
17832,168406,0.5,1485270623
18052,58933,1.5,1353183150
18052,69187,3.5,1254119722
18052,81087,2,1287063790
18052,83038,3,1294407830
18052,97042,1.5,1349109002
18052,162668,3,1474228473
18087,27362,3.5,1287172051
18141,27326,1.5,1307223745
18217,152338,2.5,1455089947
18217,152340,3.5,1455092576
18217,152344,3,1455089942
18217,152346,4,1455089943
18217,152348,1,1455089945
18217,152356,4.5,1455092569
18217,152358,2.5,1455089846
18217,152362,3.5,1455089842
18217,152364,2,1455089843
18310,139148,4.5,1449940573
18315,46770,4.5,1500487736
18315,83337,2,1500487736
18315,101719,4,1500487736
18380,57183,3.5,1518437415
18446,73881,4,1357118521
18450,83264,0.5,1504368686
18472,91241,4,1431661695
18475,135875,1,1471151218
18522,71688,3.5,1302834218
18586,71460,4,1255170728
18714,1900,4,1424644077
18836,51884,3.5,1245703483
18836,105343,2.5,1381047344
18836,141060,3.5,1467216524
18836,156545,3,1459628988
18924,107883,5,1440272194
19038,73513,3,1470057648
19038,120138,4,1470057454
19038,132456,4,1470057749
19070,34435,3.5,1443863812
19070,83424,3,1443863553
19070,109093,2,1443863550
19070,134182,2,1443863545
19073,83038,2.5,1493414371
19117,568,3,887329739
19222,6244,4,1094547981
19309,42208,3,1274894838
19381,161034,2.5,1468187103
19607,162672,3,1472368631
19751,2284,3,969400291
19854,191377,3,1532526750
20027,73900,2,1327260387
20027,76051,1,1327260779
20027,91250,0.5,1327261237
20402,36086,3.5,1370668107
20437,139148,4,1440335984
20437,141120,2.5,1440335953
20590,1900,4,1035128666
20660,144684,3,1531941268
20689,57183,2.5,1498514249
20689,73881,4,1429385978
20689,141702,4,1507158633
20689,167392,3,1508805051
20734,5985,3,1391962676
20734,51884,3.5,1391962016
20769,69187,2,1255658934
20823,2284,4,1011748283
20823,6244,3.5,1053663721
20894,27326,3.5,1265067022
21014,139,4,974580501
21044,8971,4,1440981816
21044,27518,4.5,1440982001
21044,55098,4.5,1440982352
21044,105477,3.5,1440981681
21044,117148,3.5,1440981793
21044,120138,3.5,1440982213
21062,568,3,980786388
21072,104379,4.5,1454573526
21072,107707,5,1450210359
21072,135823,5,1450210354
21072,135829,5,1450210363
21092,190765,4,1533112487
21094,94969,4,1449082900
21094,97648,3,1482936238
21140,74787,3,1397336566
21213,6683,4,1205874461
21213,27362,4.5,1205873503
21213,33688,4.5,1205856903
21214,27163,1.5,1429647456
21232,71460,2.5,1254944129
21348,73513,4,1310864913
21417,36086,4.5,1277801966
21417,78408,5,1277801990
21507,135601,4,1454001048
21544,107883,4,1504469240
21650,88069,4,1487523776
21869,89554,4.5,1480261045
21893,151461,0.5,1456927462
21893,152067,0.5,1456927494
21893,154276,0.5,1456927427
21918,56167,4.5,1492319476
21918,137920,4,1492319439
21918,142382,4.5,1492319453
21962,27729,4,1517689628
21962,34466,4,1517689002
21962,36083,4.5,1517688856
21962,46770,5,1517689172
21962,58111,4.5,1517689124
21962,64650,4,1517688820
21962,71688,4,1517691407
21962,73170,3.5,1517689812
21962,74426,4.5,1517688851
21962,74641,3.5,1517689715
21962,76056,4.5,1517689481
21962,76291,4.5,1517688911
21962,82097,3.5,1517688724
21962,82906,4,1517689005
21962,83004,4,1517690281
21962,83264,3.5,1476396541
21962,83266,5,1517691533
21962,83339,4,1517691547
21962,83424,4,1476395629
21962,87882,3,1517689723
21962,91241,5,1476396467
21962,91250,4,1517688727
21962,91805,4,1517690179
21962,91844,5,1517688806
21962,93921,4,1531187241
21962,94661,3.5,1521452555
21962,94663,4,1517690454
21962,94900,4.5,1517688712
21962,97042,4,1517690161
21962,98000,4,1517690623
21962,98198,5,1517691031
21962,99731,3.5,1517689009
21962,101640,4,1517688831
21962,101719,5,1517691510
21962,103050,5,1518991340
21962,103639,4.5,1521452088
21962,106064,4,1517689748
21962,108514,5,1517688706
21962,109093,4.5,1476396617
21962,112640,4,1517688836
21962,112903,4.5,1517689201
21962,112905,5,1517688745
21962,112907,5,1517690701
21962,112909,3.5,1517691352
21962,117310,4,1521452577
21962,118762,2,1517689997
21962,121133,4,1517689891
21962,121370,3,1517688735
21962,130492,4,1517690453
21962,130618,4,1476396572
21962,134178,3,1517690598
21962,134180,4,1517690686
21962,134182,4,1476396640
21962,134777,4.5,1517688838
21962,134779,4,1517689750
21962,135224,4,1517691248
21962,135500,4.5,1517690827
21962,135761,4,1517689240
21962,135769,4,1517688875
21962,135777,4,1517689888
21962,135799,3,1517688923
21962,137112,4.5,1517689907
21962,139148,4,1517688994
21962,141120,4,1517691088
21962,141162,4,1517689258
21962,141704,3.5,1517689758
21962,142384,3.5,1517688715
21962,142823,4,1517688947
21962,144934,4,1517690661
21962,144984,5,1518991383
21962,148058,4,1517689800
21962,148070,4,1517689206
21962,150268,4,1517688862
21962,150322,3,1517689140
21962,150344,4,1517689731
21962,151459,4.5,1476395703
21962,152593,4,1517691061
21962,152836,3.5,1517689928
21962,152872,3,1517691710
21962,152880,4,1517689042
21962,152896,3.5,1517689912
21962,153766,4.5,1517689718
21962,153792,3.5,1517689224
21962,153794,4,1517689180
21962,153798,4,1517688880
21962,153806,4.5,1517691243
21962,154075,4,1517689011
21962,154077,4,1517691129
21962,154160,2.5,1517689735
21962,154350,3,1517690312
21962,154352,3.5,1517691236
21962,154458,3.5,1517689884
21962,154460,4,1517691227
21962,154468,3.5,1517690307
21962,154470,4,1517690207
21962,154828,0.5,1535157345
21962,155575,4,1531187247
21962,156587,1,1535157415
21962,156589,3.5,1535157385
21962,157106,4.5,1517688853
21962,158408,4,1517689014
21962,158691,0.5,1517689030
21962,158876,4,1517691122
21962,159065,4,1517689243
21962,159437,3.5,1517691253
21962,160273,4,1521464890
21962,161034,4,1517689000
21962,161105,3.5,1517691421
21962,162542,4,1517691118
21962,162656,3,1517689488
21962,162844,4.5,1517688755
21962,163454,0.5,1517689990
21962,163456,2.5,1517689744
21962,163460,3,1517689090
21962,163470,3,1517691185
21962,165723,3,1517688887
21962,168962,4,1517689136
21962,171737,3,1517688901
21962,172387,4,1517690187
21962,173175,4.5,1517690626
21962,177095,5,1517689814
21962,178397,4,1517689070
21962,178933,4,1535157138
21962,181245,4,1517691108
21962,181751,4.5,1517689147
21962,182395,4,1517689035
21962,182563,4,1517689919
21962,183231,4,1517734379
21962,183979,4,1517690587
21962,184193,4.5,1517733736
21962,184197,4,1517733939
21962,184203,4,1517734111
21962,184205,4,1517734125
21962,184209,4,1517734179
21962,184211,4,1517734285
21962,184213,4,1536004591
21962,184215,3.5,1517734340
21962,184219,4.5,1517734502
21962,184551,2,1518896597
21962,184941,4.5,1520104752
21962,184993,4,1536004589
21962,185601,4.5,1521375518
21962,186785,4,1523315052
21962,190769,5,1531187258
21962,190823,4.5,1531187210
21962,191307,3.5,1532119194
21962,191311,4,1532119408
21962,192773,3.5,1535157201
21962,193073,4.5,1535934888
22442,132358,1,1429034800
22668,73881,0.5,1446580866
