title,imdb_id,poster_path,wiki_link
Paying Guests,tt1176961,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Paying_Guests_Hindi_movie.jpg/220px-Paying_Guests_Hindi_movie.jpg,https://en.wikipedia.org/wiki/Paying_Guests
New York (2009 film),tt1328634,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/New-York-movie-poster.jpg/220px-New-York-movie-poster.jpg,https://en.wikipedia.org/wiki/New_York_(2009_film)
Sankat City,tt1252614,https://upload.wikimedia.org/wikipedia/en/0/01/Sankat_City_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Sankat_City
Shortkut,tt1229390,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Shortkut.jpg/220px-Shortkut.jpg,https://en.wikipedia.org/wiki/Shortkut
Jashnn,,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Jashnn_Movie_Poster.jpg/220px-Jashnn_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Jashnn
Luck (2009 film),tt1242782,https://upload.wikimedia.org/wikipedia/en/c/c9/Luck_Hindi_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Luck_(2009_film)
Chal Chalein,,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Chal_Chalein.jpg/220px-Chal_Chalein.jpg,https://en.wikipedia.org/wiki/Chal_Chalein
Teree Sang,,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Teree_Sang_Movie_Poster.jpg/220px-Teree_Sang_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Teree_Sang
Life Partner,tt1229366,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Lifepartner-poster.jpg/220px-Lifepartner-poster.jpg,https://en.wikipedia.org/wiki/Life_Partner_(film)
Daddy Cool (2009 Hindi film),tt1404573,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Daddycool-2009-3b-1_1230036430.jpg/220px-Daddycool-2009-3b-1_1230036430.jpg,https://en.wikipedia.org/wiki/Daddy_Cool_(2009_Hindi_film)
Kisaan,tt1372266,https://upload.wikimedia.org/wikipedia/en/c/c5/Kissan_Hindi_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Kisaan
Love Khichdi,,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Love_Khichdi_Movie_Poster.jpg/220px-Love_Khichdi_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Love_Khichdi
Toss (2009 film),,https://upload.wikimedia.org/wikipedia/en/8/8d/Toss_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Toss_(2009_film)
Yeh Mera India,tt1002963,,https://en.wikipedia.org/wiki/Yeh_Mera_India
Aagey Se Right,tt1479667,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Aage_se_right.JPG/220px-Aage_se_right.JPG,https://en.wikipedia.org/wiki/Aagey_Se_Right
Chintu Ji,tt1135931,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Chintu_Ji_poster.jpg/220px-Chintu_Ji_poster.jpg,https://en.wikipedia.org/wiki/Chintu_Ji
Quick Gun Murugun,tt1176911,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Quick_Gun_Murugun_2009_poster.jpg/220px-Quick_Gun_Murugun_2009_poster.jpg,https://en.wikipedia.org/wiki/Quick_Gun_Murugun
Fox (film),tt1324076,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Fox_film.jpg/220px-Fox_film.jpg,https://en.wikipedia.org/wiki/Fox_(film)
Aamras,,,https://en.wikipedia.org/wiki/Aamras
Baabarr,tt1508950,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Baabarr_%28movie_poster%29.jpg/220px-Baabarr_%28movie_poster%29.jpg,https://en.wikipedia.org/wiki/Baabarr
Phir Kabhi,tt1236441,https://upload.wikimedia.org/wikipedia/en/2/2f/PhirKabhi2009.jpg,https://en.wikipedia.org/wiki/Phir_Kabhi
Vaada Raha,tt1512321,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Vaadaraha-2009-2b-1_1241776041.jpg/220px-Vaadaraha-2009-2b-1_1241776041.jpg,https://en.wikipedia.org/wiki/Vaada_Raha
Dil Bole Hadippa!,tt1202540,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Dilbolehadippa%21.jpg/220px-Dilbolehadippa%21.jpg,https://en.wikipedia.org/wiki/Dil_Bole_Hadippa!
What's Your Raashee?,tt1242530,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/What%27s_Your_Raashee%3F_poster.jpg/220px-What%27s_Your_Raashee%3F_poster.jpg,https://en.wikipedia.org/wiki/What%27s_Your_Raashee%3F
Acid Factory,tt1201557,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Acid_Factory_Movie_Poster.jpg/220px-Acid_Factory_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Acid_Factory
All the Best: Fun Begins,tt1433905,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/AllTheBest.jpg/220px-AllTheBest.jpg,https://en.wikipedia.org/wiki/All_the_Best:_Fun_Begins
Wake Up Sid,tt1324059,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Wake_up_Sid.jpg/220px-Wake_up_Sid.jpg,https://en.wikipedia.org/wiki/Wake_Up_Sid
Main Aurr Mrs Khanna,tt1174041,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Mainaurrmrskhanna.jpg/220px-Mainaurrmrskhanna.jpg,https://en.wikipedia.org/wiki/Main_Aurr_Mrs_Khanna
Blue (2009 film),tt1223922,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Blue_movie_poster.jpg/220px-Blue_movie_poster.jpg,https://en.wikipedia.org/wiki/Blue_(2009_film)
Bal Ganesh 2,tt8823390,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png,https://en.wikipedia.org/wiki/Bal_Ganesh_2
Fruit and Nut (film),tt1634329,https://upload.wikimedia.org/wikipedia/en/1/17/Fruit_and_nut_movie_poster.jpg,https://en.wikipedia.org/wiki/Fruit_and_Nut_(film)
Aladin (film),tt1227762,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Aladin_%282009_film%29.jpg/220px-Aladin_%282009_film%29.jpg,https://en.wikipedia.org/wiki/Aladin_(film)
London Dreams,tt0486615,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Londondreamsfilm.jpg/220px-Londondreamsfilm.jpg,https://en.wikipedia.org/wiki/London_Dreams
Jail (2009 film),tt1245774,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Jail_Movie_Poster.jpg/220px-Jail_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Jail_(2009_film)
Tum Mile,tt1522329,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Tum-mile-poster.jpg/220px-Tum-mile-poster.jpg,https://en.wikipedia.org/wiki/Tum_Mile
Aao Wish Karein,,,https://en.wikipedia.org/wiki/Aao_Wish_Karein
Kurbaan (2009 film),tt1185442,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Kurbaan2.jpg/220px-Kurbaan2.jpg,https://en.wikipedia.org/wiki/Kurbaan_(2009_film)
De Dana Dan,tt1255951,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Dedanadan.jpg/220px-Dedanadan.jpg,https://en.wikipedia.org/wiki/De_Dana_Dan
Paa (film),tt1532957,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Paaposter.jpg/220px-Paaposter.jpg,https://en.wikipedia.org/wiki/Paa_(film)
Rocket Singh: Salesman of the Year,tt1434447,https://upload.wikimedia.org/wikipedia/en/c/c3/Rocket_Singh_Salesman_of_the_Year.jpg,https://en.wikipedia.org/wiki/Rocket_Singh:_Salesman_of_the_Year
Raat Gayi Baat Gayi?,tt1210356,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Raat_Gayi_Baat_Gayi_-_Poster.jpg/220px-Raat_Gayi_Baat_Gayi_-_Poster.jpg,https://en.wikipedia.org/wiki/Raat_Gayi_Baat_Gayi%3F
Accident on Hill Road,tt1570417,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Accident_on_Hill_Road_poster.jpg/220px-Accident_on_Hill_Road_poster.jpg,https://en.wikipedia.org/wiki/Accident_on_Hill_Road
Chandni Chowk to China,tt1091229,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Chandni_Chowk_to_China.jpg/220px-Chandni_Chowk_to_China.jpg,https://en.wikipedia.org/wiki/Chandni_Chowk_to_China
Dostana (2008 film),tt1185420,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Dostana%2C_2008_film_poster.jpg/220px-Dostana%2C_2008_film_poster.jpg,https://en.wikipedia.org/wiki/Dostana_(2008_film)
Race (2008 film),tt1017456,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Race_%282008_film%29_poster.jpg/220px-Race_%282008_film%29_poster.jpg,https://en.wikipedia.org/wiki/Race_(2008_film)
Rab Ne Bana Di Jodi,tt1182937,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Rab_Ne_Bana_Di_Jodi.jpg/220px-Rab_Ne_Bana_Di_Jodi.jpg,https://en.wikipedia.org/wiki/Rab_Ne_Bana_Di_Jodi
Ghajini (2008 film),tt1166100,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Ghajini_Hindi.jpg/220px-Ghajini_Hindi.jpg,https://en.wikipedia.org/wiki/Ghajini_(2008_film)
Singh Is Kinng,tt1146325,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Singhisking.jpg/220px-Singhisking.jpg,https://en.wikipedia.org/wiki/Singh_Is_Kinng
Golmaal Returns,tt1092005,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Golmaalreturns1.jpg/220px-Golmaalreturns1.jpg,https://en.wikipedia.org/wiki/Golmaal_Returns
Jodhaa Akbar,tt0449994,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Jodhaa_akbar.jpg/220px-Jodhaa_akbar.jpg,https://en.wikipedia.org/wiki/Jodhaa_Akbar
Bachna Ae Haseeno,tt1182972,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Bahcover.jpg/220px-Bahcover.jpg,https://en.wikipedia.org/wiki/Bachna_Ae_Haseeno
Bhoothnath,tt0991346,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Bhoothnath_poster.jpg/220px-Bhoothnath_poster.jpg,https://en.wikipedia.org/wiki/Bhoothnath
Sarkar Raj,tt0490210,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Sarkar_Raj_Poster.jpg/220px-Sarkar_Raj_Poster.jpg,https://en.wikipedia.org/wiki/Sarkar_Raj
Halla Bol,tt0892874,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/Halla_Bol.jpg/220px-Halla_Bol.jpg,https://en.wikipedia.org/wiki/Halla_Bol
Humne Jeena Seekh Liya,tt1127869,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Humne_Jeena_Seekh_Liya_Poster.jpg/220px-Humne_Jeena_Seekh_Liya_Poster.jpg,https://en.wikipedia.org/wiki/Humne_Jeena_Seekh_Liya
Bombay to Bangkok,tt1159917,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Bombaytobangkok.jpg/220px-Bombaytobangkok.jpg,https://en.wikipedia.org/wiki/Bombay_to_Bangkok
Tulsi (film),tt1199534,https://upload.wikimedia.org/wikipedia/en/3/32/Tulsi-2008-218x300.jpg,https://en.wikipedia.org/wiki/Tulsi_(film)
Sunday (2008 film),tt1039989,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Sunday_movieposter.jpg/220px-Sunday_movieposter.jpg,https://en.wikipedia.org/wiki/Sunday_(2008_film)
One Two Three,tt1176960,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/One_two_three_film_poster.jpg/220px-One_two_three_film_poster.jpg,https://en.wikipedia.org/wiki/One_Two_Three
Krazzy 4,tt1182908,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Krazzy4.jpg/220px-Krazzy4.jpg,https://en.wikipedia.org/wiki/Krazzy_4
U Me Aur Hum,tt1039995,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Umeaurhum.jpg/220px-Umeaurhum.jpg,https://en.wikipedia.org/wiki/U_Me_Aur_Hum
Pehli Nazar Ka Pyaar,,,https://en.wikipedia.org/wiki/Pehli_Nazar_Ka_Pyaar
Sirf (film),tt1224454,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Sirf.jpg/220px-Sirf.jpg,https://en.wikipedia.org/wiki/Sirf_(film)
Tashan (film),tt0995752,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Tashan_Poster.jpg/220px-Tashan_Poster.jpg,https://en.wikipedia.org/wiki/Tashan_(film)
Anamika (2008 film),tt0885398,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/Anamika2008.jpg/220px-Anamika2008.jpg,https://en.wikipedia.org/wiki/Anamika_(2008_film)
Jimmy (2008 film),tt1228707,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/JimmyFilm.jpg/220px-JimmyFilm.jpg,https://en.wikipedia.org/wiki/Jimmy_(2008_film)
Jannat (film),tt1216300,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Jannat_poster.jpg/220px-Jannat_poster.jpg,https://en.wikipedia.org/wiki/Jannat_(film)
Don Muthu Swami,tt1446055,https://upload.wikimedia.org/wikipedia/en/1/10/Don_Muthu_Swami.jpg,https://en.wikipedia.org/wiki/Don_Muthu_Swami
Woodstock Villa,tt1043876,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Woodstockvilla_poster.jpg/220px-Woodstockvilla_poster.jpg,https://en.wikipedia.org/wiki/Woodstock_Villa
Mere Baap Pehle Aap,tt1170404,https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Mere_baap_pehle_aap_poster.jpg/220px-Mere_baap_pehle_aap_poster.jpg,https://en.wikipedia.org/wiki/Mere_Baap_Pehle_Aap
Summer 2007,tt1260689,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Summer_2007_Poster.jpg/220px-Summer_2007_Poster.jpg,https://en.wikipedia.org/wiki/Summer_2007
De Taali,tt1024839,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Detaali.jpg/220px-Detaali.jpg,https://en.wikipedia.org/wiki/De_Taali
Haal-e-Dil,tt1252488,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/HaalEDil.jpg/220px-HaalEDil.jpg,https://en.wikipedia.org/wiki/Haal-e-Dil
Thodi Life Thoda Magic,tt1267400,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Thodi_Life_Thoda_Magic.jpg/220px-Thodi_Life_Thoda_Magic.jpg,https://en.wikipedia.org/wiki/Thodi_Life_Thoda_Magic
Thoda Pyaar Thoda Magic,tt1191138,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Thoda_Pyaar_Thoda_Magic_Movie_Poster.jpg/220px-Thoda_Pyaar_Thoda_Magic_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Thoda_Pyaar_Thoda_Magic
Via Darjeeling,tt1220718,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Via_darjeeling_poster.jpg/220px-Via_darjeeling_poster.jpg,https://en.wikipedia.org/wiki/Via_Darjeeling
Kismat Konnection,tt1105733,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Kismatkonnection.jpg/220px-Kismatkonnection.jpg,https://en.wikipedia.org/wiki/Kismat_Konnection
Mehbooba (2008 film),,,https://en.wikipedia.org/wiki/Mehbooba_(2008_film)
Love Story 2050,tt0490170,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Lovestory2050poster_Ver1.jpg/220px-Lovestory2050poster_Ver1.jpg,https://en.wikipedia.org/wiki/Love_Story_2050
Contract (2008 film),tt1242843,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Contract_Hindi_Movie.jpg/220px-Contract_Hindi_Movie.jpg,https://en.wikipedia.org/wiki/Contract_(2008_film)
Mission Istaanbul,tt1179781,https://upload.wikimedia.org/wikipedia/en/0/05/Mission_istabl.PNG,https://en.wikipedia.org/wiki/Mission_Istaanbul
Money Hai Toh Honey Hai,tt1126516,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Money_Hai_Toh_Honey_Hai.jpg/220px-Money_Hai_Toh_Honey_Hai.jpg,https://en.wikipedia.org/wiki/Money_Hai_Toh_Honey_Hai
Good Luck!,,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Good_Luck%21.jpg/220px-Good_Luck%21.jpg,https://en.wikipedia.org/wiki/Good_Luck!
God Tussi Great Ho,tt0476550,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Godtussigreatho.jpeg/220px-Godtussigreatho.jpeg,https://en.wikipedia.org/wiki/God_Tussi_Great_Ho
Phoonk,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Phoonk_poster.jpg/220px-Phoonk_poster.jpg,https://en.wikipedia.org/wiki/Phoonk
Mumbai Meri Jaan,tt1266583,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/MumbaiMeriJaan.jpg/220px-MumbaiMeriJaan.jpg,https://en.wikipedia.org/wiki/Mumbai_Meri_Jaan
Maan Gaye Mughal-e-Azam,tt1132595,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Maan_Gaye_Mughal-e-Azam.jpg/220px-Maan_Gaye_Mughal-e-Azam.jpg,https://en.wikipedia.org/wiki/Maan_Gaye_Mughal-e-Azam
Rock On!!,tt1230165,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Rock_on_poster.jpg/220px-Rock_on_poster.jpg,https://en.wikipedia.org/wiki/Rock_On!!_(2008_film)
C Kkompany,tt1170399,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/C_Kkompany_Poster.jpg/220px-C_Kkompany_Poster.jpg,https://en.wikipedia.org/wiki/C_Kkompany
Chamku,tt1266545,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Chamku_promotional_poster2.jpg/220px-Chamku_promotional_poster2.jpg,https://en.wikipedia.org/wiki/Chamku
Mukhbiir,tt1287847,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Mukhbiir_Poster.JPG/220px-Mukhbiir_Poster.JPG,https://en.wikipedia.org/wiki/Mukhbiir
Tahaan,tt1213928,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Tahaan_Poster.jpg/220px-Tahaan_Poster.jpg,https://en.wikipedia.org/wiki/Tahaan
1920 (film),tt1301698,https://upload.wikimedia.org/wikipedia/en/thumb/a/a9/1920_Poster.JPG/220px-1920_Poster.JPG,https://en.wikipedia.org/wiki/1920_(film)
The Last Lear,tt1039969,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/TheLastLear.jpg/220px-TheLastLear.jpg,https://en.wikipedia.org/wiki/The_Last_Lear
Welcome to Sajjanpur,tt1221139,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Mahadevkasajjanpur.jpg/220px-Mahadevkasajjanpur.jpg,https://en.wikipedia.org/wiki/Welcome_to_Sajjanpur
Saas Bahu Aur Sensex,tt1241334,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Saas_Bahu_Aur_Sensex%2C_2008_film.jpg/220px-Saas_Bahu_Aur_Sensex%2C_2008_film.jpg,https://en.wikipedia.org/wiki/Saas_Bahu_Aur_Sensex
Hari Puttar: A Comedy of Terrors,tt1255873,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Hari_Puttar%2C_A_Comedy_of_Terrors.jpeg/220px-Hari_Puttar%2C_A_Comedy_of_Terrors.jpeg,https://en.wikipedia.org/wiki/Hari_Puttar:_A_Comedy_of_Terrors
Drona (2008 film),tt1060249,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Dronaposter.JPG/220px-Dronaposter.JPG,https://en.wikipedia.org/wiki/Drona_(2008_film)
Hello (2008 film),tt1087856,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Hello2008.jpg/220px-Hello2008.jpg,https://en.wikipedia.org/wiki/Hello_(2008_film)
Karzzzz,tt1156148,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Karzzzz%2C_2008_film.jpg/220px-Karzzzz%2C_2008_film.jpg,https://en.wikipedia.org/wiki/Karzzzz_(film)
Heroes (2008 film),tt1114725,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Heroes_Hindi_Film.jpg/220px-Heroes_Hindi_Film.jpg,https://en.wikipedia.org/wiki/Heroes_(2008_film)
Roadside Romeo,tt1050739,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Roadside_Romeo.jpg/220px-Roadside_Romeo.jpg,https://en.wikipedia.org/wiki/Roadside_Romeo
Ek Vivaah... Aisa Bhi,tt1194608,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/EkVivaahAisaBhi.jpg/220px-EkVivaahAisaBhi.jpg,https://en.wikipedia.org/wiki/Ek_Vivaah..._Aisa_Bhi
Deshdrohi,tt1158700,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Deshdrohiposter.JPG/220px-Deshdrohiposter.JPG,https://en.wikipedia.org/wiki/Deshdrohi
Fashion (2008 film),tt0964516,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Fashion_film.jpg/220px-Fashion_film.jpg,https://en.wikipedia.org/wiki/Fashion_(2008_film)
