imdb_id,title,original_title,is_adult,year_of_release,runtime,genres
tt0107166,Hum Hain Rahi Pyar Ke,Hum Hain Rahi Pyar Ke,0,1993,163,Comedy|Drama|Family
tt0107199,In Custody,In Custody,0,1994,126,Comedy|Drama
tt0107311,Khal Nayak,Khal Nayak,0,1993,190,Action|Adventure|Crime
tt0107321,King Uncle,King Uncle,0,1993,171,Comedy|Drama|Family
tt0107440,Lootere,Lootere,0,1993,156,Action|Romance|Thriller
tt0107820,Phool,Phool,0,1993,\N,Romance
tt0107821,Phool Aur Angaar,Phool Aur Angaar,0,1993,146,Action|Drama
tt0107867,Prateeksha,Prateeksha,0,1993,\N,Action|Crime
tt0107986,Roop Ki Rani Choron Ka Raja,Roop Ki Rani Choron Ka Raja,0,1993,190,Action|Drama|Musical
tt0108001,Rudaali,Rudaali,0,1993,128,Drama
tt0108023,Sahibaan,Sahibaan,0,1993,133,Drama|Romance
tt0108109,Shatranj,Shatranj,0,1993,\N,Comedy|Drama|Romance
tt0108144,Sir,Sir,0,1993,151,Crime|Drama
tt0108256,The Seventh Horse of the Sun,Suraj Ka Satvan Ghoda,0,1992,130,Drama|Romance
tt0109010,1942: A Love Story,1942: A Love Story,0,1994,157,Action|Drama|Musical
tt0109031,Aazmayish,Aazmayish,0,1995,147,Drama
tt0109091,Amaanat,Amaanat,0,1994,140,Action|Drama
tt0109116,Andaz,Andaz,0,1994,167,Action|Comedy|Drama
tt0109117,Everyone Has Their Own Style,Andaz Apna Apna,0,1994,160,Comedy|Family|Romance
tt0109134,Anjaam,Anjaam,0,1994,170,Drama|Thriller
tt0109206,Bandit Queen,Bandit Queen,0,1994,119,Biography|Crime|Drama
tt0109246,Beta Ho To Aisa,Beta Ho To Aisa,0,1994,\N,Drama
tt0109325,Brahma,Brahma,0,1994,\N,Crime|Drama|Mystery
tt0109391,Chaand Kaa Tukdaa,Chaand Kaa Tukdaa,0,1994,\N,Action|Comedy|Crime
tt0109555,Darr,Darr,0,1993,178,Drama|Romance|Thriller
tt0109710,Eena Meena Deeka,Eena Meena Deeka,0,1994,133,Action|Comedy|Crime
tt0109922,Gopi Kishan,Gopi Kishan,0,1994,\N,Action|Comedy|Drama
tt0110076,Hum Aapke Hain Koun...!,Hum Aapke Hain Koun...!,0,1994,206,Comedy|Drama|Musical
tt0110105,Ikke Pe Ikka,Ikke Pe Ikka,0,1994,134,Action|Comedy
tt0110140,Insaniyat,Insaniyat,0,1994,180,Action|Crime|Drama
tt0110177,Jai Kishen,Jai Kishen,0,1994,129,Action|Drama
tt0110222,Kabhi Haan Kabhi Naa,Kabhi Haan Kabhi Naa,0,1994,158,Comedy|Drama|Music
tt0110254,Khuddar,Khuddar,0,1994,\N,Action|Drama|Musical
tt0110280,Krantiveer,Krantiveer,0,1994,159,Action|Crime|Drama
tt0110438,Main Khiladi Tu Anari,Main Khiladi Tu Anari,0,1994,175,Action|Comedy|Drama
tt0110449,Mammo,Mammo,0,1994,130,Drama
tt0110546,Mohra,Mohra,0,1994,177,Action|Drama|Thriller
tt0110584,Mr. Azaad,Mr. Azaad,0,1994,123,Action|Comedy|Drama
tt0110794,Patang,Patang,0,1993,100,Drama
tt0110795,Pathreela Raasta,Pathreela Raasta,0,1994,\N,Action
tt0110881,Paramaatma,Paramaatma,0,1994,152,Action|Drama|Fantasy
tt0110942,Raja Babu,Raja Babu,0,1994,161,Action|Comedy|Drama
tt0111067,Sangdil Sanam,Sangdil Sanam,0,1994,\N,Drama|Romance
tt0111068,Sangharsh,Sangharsh,0,1999,127,Action|Drama|Thriller
tt0111303,Stunttman,Stunttman,0,1994,\N,Action|Drama|Romance
tt0111308,Suhaag,Suhaag,0,1994,145,Action|Comedy|Drama
tt0111384,Teesra Kaun?,Teesra Kaun?,0,1994,160,Comedy|Thriller
tt0111537,Udhaar Ki Zindagi,Udhaar Ki Zindagi,0,1994,\N,Drama
tt0111625,Vijaypath,Vijaypath,0,1994,163,Action|Drama
tt0111780,Yaar Gaddar,Yaar Gaddar,0,1994,155,Action|Drama
tt0111793,Yeh Dillagi,Yeh Dillagi,0,1994,155,Comedy|Drama|Musical
tt0111793,Yeh Dillagi,Yeh Dillagi,0,1994,155,Comedy|Drama|Musical
tt0112269,Aao Pyaar Karen,Aao Pyaar Karen,0,1994,141,Romance
tt0112272,Ab Insaf Hoga,Ab Insaf Hoga,0,1995,125,Action|Drama
tt0112308,Agnichakra,Agnichakra,0,1997,123,Action
tt0112309,Ahankaar,Ahankaar,0,1995,145,Drama
tt0112313,Akele Hum Akele Tum,Akele Hum Akele Tum,0,1995,160,Drama|Romance
tt0112359,Andolan,Andolan,0,1995,165,Action|Comedy|Drama
tt0112459,Barsaat,Barsaat,0,1995,166,Action|Romance
tt0112485,Betaaj Badshah,Betaaj Badshah,0,1994,166,Action
tt0112738,Criminal,Criminal,0,1995,123,Action|Romance|Thriller
tt0112870,Dilwale Dulhania Le Jayenge,Dilwale Dulhania Le Jayenge,0,1995,189,Drama|Romance
tt0112876,Diya Aur Toofan,Diya Aur Toofan,0,1995,\N,Action|Crime|Drama
tt0112884,The Don,The Don,0,1995,135,Crime|Drama
tt0112916,Dushmani: A Violent Love Story,Dushmani: A Violent Love Story,0,1995,156,Action|Drama|Romance
tt0113185,God and Gun,God and Gun,0,1995,\N,Drama
tt0113237,Gunehgar,Gunehgar,0,1995,125,Drama
tt0113455,Jallaad,Jallaad,0,1995,144,Action|Drama
tt0113457,Janam Kundli,Janam Kundli,0,1995,\N,Drama
tt0113526,Karan Arjun,Karan Arjun,0,1995,175,Action|Comedy|Fantasy
tt0113528,Kartavya,Kartavya,0,1995,\N,Action|Drama|Thriller
tt0113822,Milan,Milan,0,1995,\N,Action|Crime|Romance
tt0113913,Naajayaz,Naajayaz,0,1995,157,Action|Drama
tt0113933,Naaraaz,Naaraaz,0,1994,128,Action|Crime|Drama
tt0114031,Oh Darling Yeh Hai India,Oh Darling Yeh Hai India,0,1995,160,Comedy
tt0114153,Policewala Gunda,Policewala Gunda,0,1995,146,Action
tt0114175,Prem,Prem,0,1995,167,Action|Drama|Romance
tt0114230,Raja,Raja,0,1995,168,Action|Drama|Romance
tt0114231,Ram Jaane,Ram Jaane,0,1995,122,Action|Crime|Drama
tt0114232,Ram Shastra,Ram Shastra,0,1995,\N,Action|Drama
tt0114234,Rangeela,Rangeela,0,1995,142,Comedy|Drama|Musical
tt0114236,Ravan Raaj: A True Story,Ravan Raaj: A True Story,0,1995,153,Action|Crime|Thriller
tt0114316,Saajan Ki Baahon Mein,Saajan Ki Baahon Mein,0,1995,\N,Drama|Family|Romance
tt0114317,Sabse Bada Khiladi,Sabse Bada Khiladi,0,1995,162,Action|Crime|Thriller
tt0114337,Sarhad: The Border of Crime,Sarhad: The Border of Crime,0,1995,\N,Action|Crime|Drama
tt0114615,Taqdeerwala,Taqdeerwala,0,1995,162,Action|Comedy|Fantasy
tt0114618,Target,Target,0,1995,122,Drama
tt0114726,Trimurti,Trimurti,0,1995,187,Action|Drama
tt0115009,Yaraana,Yaraana,0,1995,125,Action|Drama|Musical
tt0115019,Yeh Majhdhaar,Yeh Majhdhaar,0,1996,139,Drama|Romance
tt0115042,Zamaana Deewana,Zamaana Deewana,0,1995,162,Action|Comedy|Drama
tt0115484,Agni Sakshi,Agni Sakshi,0,1996,142,Drama|Musical|Romance
tt0115541,Angaara,Angaara,0,1996,127,Action|Crime
tt0115558,Apne Dam Par,Apne Dam Par,0,1996,155,Action|Drama
tt0115568,Army,Army,0,1996,153,Action|Drama
tt0115616,Bal Bramhachari,Bal Bramhachari,0,1996,163,Drama
tt0115620,Bandish,Bandish,0,1996,\N,Comedy|Drama|Romance
tt0115668,Bhishma,Bhishma,0,1996,\N,Action|Mystery
tt0116024,Daraar,Daraar,0,1996,105,Action|Drama|Romance
tt0116035,Dastak,Dastak,0,1996,141,Drama|Romance
tt0116153,Dushman Duniya Ka,Dushman Duniya Ka,0,1996,153,Drama
tt0116308,Fire,Fire,0,1996,108,Drama|Romance
tt0116391,Gang,Gang,0,2000,152,Action|Crime|Drama
tt0116407,Ghatak: Lethal,Ghatak: Lethal,0,1996,158,Action|Drama|Thriller
tt0116690,Jeet,Jeet,0,1996,180,Action|Drama|Romance
tt0116726,Jung,Jung,0,1996,146,Action|Crime|Drama
tt0116730,Jurmana,Jurmana,0,1996,134,Action
tt0116737,Kabhi Na Kabhi,Kabhi Na Kabhi,0,1998,157,Action|Crime|Romance
tt0116763,Khamoshi: The Musical,Khamoshi: The Musical,0,1996,159,Drama|Musical|Romance
tt0116898,Loafer,Loafer,0,1996,160,Action|Comedy|Drama
tt0116950,Maachis,Maachis,0,1996,160,Action|Crime|Drama
tt0117099,Mr. Bechara,Mr. Bechara,0,1996,140,Comedy
tt0117111,Muqaddar,Muqaddar,0,1996,\N,Crime
tt0117186,Nirbhay,Nirbhay,0,1996,135,Action|Thriller
tt0117374,PremGranth,PremGranth,0,1996,156,Drama|Musical|Romance
tt0117436,Rajkumar,Rajkumar,0,1996,\N,Drama|Family|Fantasy
tt0117437,Raja Hindustani,Raja Hindustani,0,1996,165,Action|Comedy|Drama
tt0117470,Return of Jewel Thief,Return of Jewel Thief,0,1996,159,Crime|Thriller
tt0117623,Shastra,Shastra,0,1996,144,Action|Drama
tt0117672,Smuggler,Smuggler,0,1996,\N,Action|Crime
tt0117878,Tere Mere Sapne,Tere Mere Sapne,0,1996,146,Action|Comedy|Drama
tt0117983,Tu Chor Main Sipahi,Tu Chor Main Sipahi,0,1996,153,Action|Comedy|Drama
tt0118525,...Aur Pyaar Ho Gaya,...Aur Pyaar Ho Gaya,0,1997,147,Comedy|Drama|Musical
tt0118546,Aar Ya Paar,Aar Ya Paar,0,1997,180,Thriller
tt0118578,Albela,Albela,0,2001,145,Drama|Romance
tt0118654,Aunty No. 1,Aunty No. 1,0,1998,160,Comedy|Drama|Romance
tt0118660,Auzaar,Auzaar,0,1997,127,Action|Drama|Musical
tt0118673,Bade Miyan Chote Miyan,Bade Miyan Chote Miyan,0,1998,140,Action|Comedy|Musical
tt0118680,Banarasi Babu,Banarasi Babu,0,1997,126,Comedy
tt0118849,Children of Heaven,Bacheha-Ye aseman,0,1997,89,Drama|Family|Sport
tt0118931,Daud: Fun on the Run,Daud: Fun on the Run,0,1997,180,Action|Adventure|Comedy
tt0118957,Deewana Mastana,Deewana Mastana,0,1997,140,Comedy|Romance
tt0118983,Dil To Pagal Hai,Dil To Pagal Hai,0,1997,179,Comedy|Drama|Musical
tt0119234,Gudia,Gudia,0,1997,139,Drama
tt0119239,Gupt: The Hidden Truth,Gupt: The Hidden Truth,0,1997,173,Action|Crime|Drama
tt0119285,Hero No. 1,Hero No. 1,0,1997,134,Comedy|Drama|Musical
tt0119295,Himalay Putra,Himalay Putra,0,1997,\N,Drama|Romance
tt0119427,Judaai,Judaai,0,1997,167,Drama|Romance
tt0119428,Twins,Judwaa,0,1997,138,Action|Comedy|Drama
tt0119491,Lahoo Ke Do Rang,Lahoo Ke Do Rang,0,1997,172,Action|Drama
tt0119596,Maharaja,Maharaja,0,1998,164,Adventure|Family|Fantasy
tt0119720,Death Sentence,The Death Sentence: Mrityu Dand,0,1997,150,Action|Drama
tt0119721,Mrityudaata,Mrityudaata,0,1997,158,Action|Drama|Musical
tt0119760,Naseeb,Naseeb,0,1997,138,Comedy|Drama|Romance
tt0119861,Pardes,Pardes,0,1997,191,Drama|Musical|Romance
tt0119862,Pardesi Babu,Pardesi Babu,0,1998,\N,Action|Comedy|Drama
tt0120117,Shikari,Shikari,0,2000,160,Drama|Thriller
tt0120456,Virasat,Virasat,0,1997,165,Drama|Family|Musical
tt0120540,Yes Boss,Yes Boss,0,1997,163,Comedy|Drama|Musical
tt0120545,Yugpurush: A Man Who Comes Just Once in a Way,Yugpurush: A Man Who Comes Just Once in a Way,0,1998,\N,Drama
tt0120551,Ziddi,Ziddi,0,1997,170,Action|Drama
tt0121232,Dulaara,Dulaara,0,1994,\N,Crime|Mystery|Thriller
tt0121352,Henna,Henna,0,1991,180,Drama|Musical|Romance
tt0121659,Professor Ki Padosan,Professor Ki Padosan,0,1994,138,Comedy
tt0121989,Baazi,Baazi,0,1995,183,Action|Crime|Drama
tt0122173,Mere Sapno Ki Rani,Mere Sapno Ki Rani,0,1997,\N,Drama|Musical|Romance
tt0122233,Melody,Saaz,0,1997,148,Drama|Musical
tt0126234,Chamatkar,Chamatkar,0,1992,171,Comedy|Drama|Fantasy
tt0126871,Deewana,Deewana,0,1992,185,Action|Comedy|Crime
tt0127289,Sixth Happiness,Sixth Happiness,0,1997,97,Drama
tt0130197,Prithvi,Prithvi,0,1997,136,Action|Mystery
tt0130348,Vinashak - Destroyer,Vinashak - Destroyer,0,1998,159,Action|Crime|Drama
tt0130350,Vishwatma,Vishwatma,0,1992,174,Action|Drama|Thriller
tt0133024,Ishq,Ishq,0,1997,161,Action|Comedy|Drama
tt0135140,Anth,Anth,0,1994,136,Action
tt0135161,Bhai,Bhai,0,1997,147,Action|Drama
tt0135393,Dhaal: The Battle of Law Against Law,Dhaal: The Battle of Law Against Law,0,1997,148,Action|Drama
tt0135515,Krishna,Krishna,0,1996,156,Action|Drama|Romance
tt0135621,Rakshak,Rakshak,0,1996,164,Action|Thriller
tt0135641,Sapoot,Sapoot,0,1996,158,Action|Crime|Drama
tt0135666,Takkar,Takkar,0,1995,143,Action|Crime|Drama
tt0136153,English Babu Desi Mem,English Babu Desi Mem,0,1996,170,Comedy|Drama|Musical
tt0136352,Koyla,Koyla,0,1997,166,Action|Drama|Musical
tt0137100,Maya,Maya,0,1993,130,Drama|Mystery|Romance
tt0149568,Aa Ab Laut Chalen,Aa Ab Laut Chalen,0,1999,177,Drama|Musical|Romance
tt0149573,Romance,Aashiqui,0,1990,152,Drama|Musical|Romance
tt0149609,Aisi Bhi Kya Jaldi Hai,Aisi Bhi Kya Jaldi Hai,0,1996,\N,Comedy|Romance
tt0149850,Bewaffa Se Waffa,Bewaffa Se Waffa,0,1992,172,Romance
tt0150992,Hum Dil De Chuke Sanam,Hum Dil De Chuke Sanam,0,1999,188,Comedy|Drama|Musical
tt0151090,Jaan,Jaan,0,1996,170,Action|Romance
tt0151150,Josh,Josh,0,2000,162,Action|Drama|Musical
tt0152278,Sanam,Sanam,0,1997,152,Action|Drama|Romance
tt0152836,Taal,Taal,0,1999,179,Musical|Romance
tt0154183,First Rank,Awwal Number,0,1990,150,Action|Drama|Sport
tt0154720,Kasak,Kasak,0,1992,150,Drama|Romance
tt0154992,Parda Hai Parda,Parda Hai Parda,0,1992,128,Romance
tt0155073,Pyar Ka Karz,Pyar Ka Karz,0,1990,161,Drama
tt0155075,The Melody of Love,Pyaar Ka Tarana,0,1993,136,Drama|Musical
tt0155147,Sau Crore,Sau Crore,0,1991,158,Mystery|Thriller
tt0155499,Antarnaad,Antarnaad,0,1991,160,Drama
tt0156585,Gunaah,Gunaah,0,1993,117,Action|Thriller
tt0156658,Junoon,Junoon,0,1992,123,Horror|Thriller
tt0156659,Jurm,Jurm,0,1990,103,Action|Crime|Romance
tt0156891,Phir Teri Kahani Yaad Aayee,Phir Teri Kahani Yaad Aayee,0,1993,105,Drama|Romance
tt0156982,Saathi,Saathi,0,1991,175,Action|Romance
tt0156985,Sadak,Sadak,0,1991,134,Action|Drama|Romance
tt0157003,Saatwan Aasman,Saatwan Aasman,0,1992,130,Drama
tt0162480,Mr. & Mrs. Khiladi,Mr. & Mrs. Khiladi,0,1997,133,Comedy|Drama|Romance
tt0164538,Dil Se..,Dil Se..,0,1998,163,Drama|Romance
tt0164538,Dil Se..,Dil Se..,0,1998,163,Drama|Romance
tt0164550,Duplicate,Duplicate,0,1998,164,Action|Comedy|Crime
tt0169102,Lagaan: Once Upon a Time in India,Lagaan: Once Upon a Time in India,0,2001,224,Adventure|Drama|Musical
tt0169102,Lagaan: Once Upon a Time in India,Lagaan: Once Upon a Time in India,0,2001,224,Adventure|Drama|Musical
tt0170416,Shikari: The Hunter,Shikari: The Hunter,0,1991,\N,Action|Adventure
tt0170704,Train to Pakistan,Train to Pakistan,0,1998,111,Drama|War
tt0172089,Aatank Hi Aatank,Aatank Hi Aatank,0,1995,155,Action|Crime|Drama
tt0172163,Bambai Ka Babu,Bambai Ka Babu,0,1996,\N,Action
tt0172170,Bekhudi,Bekhudi,0,1992,140,Action|Crime|Drama
tt0172175,Bhabhi,Bhabhi,0,1991,145,Comedy|Drama|Family
tt0172188,Bol Radha Bol,Bol Radha Bol,0,1992,164,Action|Comedy|Drama
tt0172234,Chaahat,Chaahat,0,1996,151,Drama|Romance
tt0172487,The Gentleman,The Gentleman,0,1994,161,Action|Drama
tt0172488,Ghar Ki Izzat,Ghar Ki Izzat,0,1994,\N,Comedy|Musical|Romance
tt0172519,Guddu,Guddu,0,1995,160,Drama|Romance
tt0172534,Hameshaa,Hameshaa,0,1997,141,Action|Drama|Romance
tt0172574,Hulchul,Hulchul,0,1995,152,Action|Comedy|Crime
tt0172617,Izzat Ki Roti,Izzat Ki Roti,0,1993,\N,Drama
tt0172622,Zahreelay,Zahreelay,0,1990,163,Action
tt0172646,Karz Chukana Hai,Karz Chukana Hai,0,1991,\N,Drama
tt0172684,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,0,1998,177,Comedy|Drama|Musical
tt0172704,Lal Baadshah,Lal Baadshah,0,1999,180,Action|Crime|Drama
tt0172761,Major Saab,Major Saab,0,1998,165,Action|Drama|Romance
tt0172980,Pehla Nasha,Pehla Nasha,0,1993,131,Mystery|Romance|Thriller
tt0173080,Pyaar Kiya To Darna Kya,Pyaar Kiya To Darna Kya,0,1998,162,Action|Comedy|Drama
tt0173081,Pyaar To Hona Hi Tha,Pyaar To Hona Hi Tha,0,1998,156,Comedy|Drama|Romance
tt0173102,Raju Ban Gaya Gentleman,Raju Ban Gaya Gentleman,0,1992,152,Comedy|Musical|Romance
tt0173156,Saajan Ka Ghar,Saajan Ka Ghar,0,1994,153,Drama
tt0173188,Shandaar,Shandaar,0,1990,146,Drama
tt0173283,Swarg,Swarg,0,1990,160,Drama
tt0173301,Taaqat,Taaqat,0,1995,180,Crime|Romance
tt0175422,Aandhiyan,Aandhiyan,0,1990,145,Drama
tt0177483,Aadmi,Aadmi,0,1993,153,Action|Crime|Drama
tt0177489,Aag Ka Gola,Aag Ka Gola,0,1990,180,Action|Drama
tt0177503,Aaja Meri Jaan,Aaja Meri Jaan,0,1993,162,Romance
tt0178392,Droh Kaal,Droh Kaal,0,1994,162,Drama|Thriller
tt0178562,Hazaar Chaurasi Ki Maa,Hazaar Chaurasi Ki Maa,0,1998,186,Drama
tt0182251,When One Falls in Love,Jab Pyaar Kisise Hota Hai,0,1998,154,Comedy|Drama|Romance
tt0185335,Ghulam-E-Musthafa,Ghulam-E-Musthafa,0,1997,162,Action|Crime|Drama
tt0186857,Banjaran,Banjaran,0,1991,\N,Drama|Romance
tt0187004,Farishtay,Farishtay,0,1991,\N,Action|Comedy|Drama
tt0187109,Gurudev,Gurudev,0,1993,147,Action|Drama|Romance
tt0187202,Kaun Sachcha Kaun Jhootha,Kaun Sachcha Kaun Jhootha,0,1997,\N,Drama|Mystery|Thriller
tt0187227,Laadla,Laadla,0,1994,169,Drama|Family
tt0187279,Meri Biwi Ka Jawab Nahin,Meri Biwi Ka Jawab Nahin,0,2004,150,Action|Comedy|Romance
tt0187338,Naaka Bandi,Naaka Bandi,0,1990,\N,Action|Crime|Drama
tt0189492,Dushman,Dushman,0,1998,145,Crime|Drama|Thriller
tt0189592,Hum Aapke Dil Mein Rehte Hain,Hum Aapke Dil Mein Rehte Hain,0,1999,168,Drama|Romance
tt0189633,Kareeb,Kareeb,0,1998,145,Drama|Romance
tt0190419,Ghulam,Ghulam,0,1998,162,Action|Crime|Drama
tt0190419,Ghulam,Ghulam,0,1998,162,Action|Crime|Drama
tt0193102,Dil Ka Kya Kasoor,Dil Ka Kya Kasoor,0,1992,157,Musical|Romance
tt0193246,Jaan Se Pyaara,Jaan Se Pyaara,0,1992,180,Action|Crime|Drama
tt0193449,Rang,Rang,0,1993,150,Drama|Romance
tt0195002,Kaun?,Kaun?,0,1999,90,Mystery|Thriller
tt0195231,Satya,Satya,0,1998,170,Action|Crime|Drama
tt0195814,Hyderabad Blues,Hyderabad Blues,0,1998,85,Comedy|Drama|Romance
tt0196635,International Khiladi,International Khiladi,0,1999,175,Action|Crime|Drama
tt0200087,Sarfarosh,Sarfarosh,0,1999,174,Action|Drama
tt0200435,Anari No. 1,Anari No. 1,0,1999,169,Comedy
tt0200441,The Making of the Mahatma,The Making of the Mahatma,0,1996,144,Drama
tt0204823,Angrakshak,Angrakshak,0,1995,116,Action|Romance
