title,imdb_id,poster_path,wiki_link
Guru (1989 film),tt0097466,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/GuruMithun.jpg/220px-GuruMithun.jpg,https://en.wikipedia.org/wiki/Guru_(1989_film)
Goonj (1989 film),tt0172509,https://upload.wikimedia.org/wikipedia/en/d/d3/Goonjhindifilm.png,https://en.wikipedia.org/wiki/Goonj_(1989_film)
Joshilaay,tt0089382,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Joshilaay_poster.jpg/220px-Joshilaay_poster.jpg,https://en.wikipedia.org/wiki/Joshilaay
Hisaab Khoon Ka,tt0097513,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/HisaabKhoonfilm.jpg/220px-HisaabKhoonfilm.jpg,https://en.wikipedia.org/wiki/Hisaab_Khoon_Ka
Hum Bhi Insaan Hain (1989 film),tt0359442,,https://en.wikipedia.org/wiki/Hum_Bhi_Insaan_Hain_(1989_film)
Ilaaka,tt0097563,https://upload.wikimedia.org/wikipedia/en/7/7e/Ilaaka_poster.jpg,https://en.wikipedia.org/wiki/Ilaaka
Jaadugar,tt0097609,https://upload.wikimedia.org/wikipedia/en/c/ce/Jaadugar.jpg,https://en.wikipedia.org/wiki/Jaadugar
Hum Intezaar Karenge,tt0363691,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/HumIntezaarKarenge89.jpg/220px-HumIntezaarKarenge89.jpg,https://en.wikipedia.org/wiki/Hum_Intezaar_Karenge
Jaaydaad,tt0427400,,https://en.wikipedia.org/wiki/Jaaydaad
Jaisi Karni Waisi Bharnii,tt0373935,,https://en.wikipedia.org/wiki/Jaisi_Karni_Waisi_Bharnii
Kahan Hai Kanoon,tt0363730,,https://en.wikipedia.org/wiki/Kahan_Hai_Kanoon
Kanoon Apna Apna,tt0097642,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Kanoon-Apna-Apna-1989.jpg/220px-Kanoon-Apna-Apna-1989.jpg,https://en.wikipedia.org/wiki/Kanoon_Apna_Apna
Khayal Gatha,tt0246727,,https://en.wikipedia.org/wiki/Khayal_Gatha
Kala Bazaar,tt0097640,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/KalaBazaarfilm.jpg/220px-KalaBazaarfilm.jpg,https://en.wikipedia.org/wiki/Kala_Bazaar
Jung Baaz,tt0233990,,https://en.wikipedia.org/wiki/Jung_Baaz
Ladaai,tt0366696,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Ladaaifilm.jpg/220px-Ladaaifilm.jpg,https://en.wikipedia.org/wiki/Ladaai
Lal Dupatta Malmal Ka,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/LalDupatt.jpg/220px-LalDupatt.jpg,https://en.wikipedia.org/wiki/Lal_Dupatta_Malmal_Ka
Lashkar (film),tt0275466,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Lashkar_poster.jpg/220px-Lashkar_poster.jpg,https://en.wikipedia.org/wiki/Lashkar_(film)
Mahaadev,tt0319787,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Mahaadevfilm.jpg/220px-Mahaadevfilm.jpg,https://en.wikipedia.org/wiki/Mahaadev
Love Love Love (1989 film),tt0097784,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/LoveLoveLove.jpg/220px-LoveLoveLove.jpg,https://en.wikipedia.org/wiki/Love_Love_Love_(1989_film)
Main Azaad Hoon,tt0097812,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Main_Azaad_Hoon.jpg/220px-Main_Azaad_Hoon.jpg,https://en.wikipedia.org/wiki/Main_Azaad_Hoon
Main Tera Dushman,tt0097813,https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Main_Tera_Dushman.jpg/220px-Main_Tera_Dushman.jpg,https://en.wikipedia.org/wiki/Main_Tera_Dushman
Nigahen: Nagina Part II,tt0187351,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Nigahen2.jpg/220px-Nigahen2.jpg,https://en.wikipedia.org/wiki/Nigahen:_Nagina_Part_II
Mujrim,tt0097926,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Mujrim_1989_big.jpg/220px-Mujrim_1989_big.jpg,https://en.wikipedia.org/wiki/Mujrim
Main Tere Liye,tt0154820,,https://en.wikipedia.org/wiki/Main_Tere_Liye
Mahal (1989 film),tt0261035,,https://en.wikipedia.org/wiki/Mahal_(1989_film)
Paraya Ghar,tt0232276,,https://en.wikipedia.org/wiki/Paraya_Ghar
Prem Pratigyaa,tt0102705,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Prem_Pratigyaa_%281989%29.jpg/220px-Prem_Pratigyaa_%281989%29.jpg,https://en.wikipedia.org/wiki/Prem_Pratigyaa
Purani Haveli (film),tt0260303,,https://en.wikipedia.org/wiki/Purani_Haveli_(film)
Sachai Ki Taqat,tt0260336,https://upload.wikimedia.org/wikipedia/en/9/94/Sachai_Ki_Taqat_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Sachai_Ki_Taqat
Rakhwala (1989 film),,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Rakhwala_1989.jpg/220px-Rakhwala_1989.jpg,https://en.wikipedia.org/wiki/Rakhwala_(1989_film)
Sachché Ká Bol-Bálá,tt0155131,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Sachch%C3%A9_K%C3%A1_Bol-B%C3%A1l%C3%A1.jpg/220px-Sachch%C3%A9_K%C3%A1_Bol-B%C3%A1l%C3%A1.jpg,https://en.wikipedia.org/wiki/Sachch%C3%A9_K%C3%A1_Bol-B%C3%A1l%C3%A1
Shehzaade,tt0359965,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Shehzaadefilm.png/220px-Shehzaadefilm.png,https://en.wikipedia.org/wiki/Shehzaade
Sikka (film),tt0155175,,https://en.wikipedia.org/wiki/Sikka_(film)
Suryaa: An Awakening,tt0360051,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/SuryaaAnAwakening.jpg/220px-SuryaaAnAwakening.jpg,https://en.wikipedia.org/wiki/Suryaa:_An_Awakening
Tere Bina Kya Jeena,,,https://en.wikipedia.org/wiki/Tere_Bina_Kya_Jeena
Toofan (1989 film),tt0098491,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Toofan_%281989%29.jpg/230px-Toofan_%281989%29.jpg,https://en.wikipedia.org/wiki/Toofan_(1989_film)
Touhean,tt0364050,,https://en.wikipedia.org/wiki/Touhean
Parinda,tt0102636,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Parinda_%281989_movie_poster%29.jpg/220px-Parinda_%281989_movie_poster%29.jpg,https://en.wikipedia.org/wiki/Parinda
Raakh,tt0290820,https://upload.wikimedia.org/wikipedia/en/2/29/Raakh%2C_1989_Hindi_film.jpg,https://en.wikipedia.org/wiki/Raakh
Tujhe Nahin Chhodunga,,,https://en.wikipedia.org/wiki/Tujhe_Nahin_Chhodunga
Ustaad (1989 film),tt0374310,,https://en.wikipedia.org/wiki/Ustaad_(1989_film)
Vardi (film),tt0100857,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Vardi_film_poster.jpg/220px-Vardi_film_poster.jpg,https://en.wikipedia.org/wiki/Vardi_(film)
Vicky Daada,tt0173415,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Vicky_Daada.jpg/220px-Vicky_Daada.jpg,https://en.wikipedia.org/wiki/Vicky_Dada
Zakham,tt2676334,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Zakhamfilm89.png/220px-Zakhamfilm89.png,https://en.wikipedia.org/wiki/Zakham
Aaj Ka Robin Hood,tt0123370,,https://en.wikipedia.org/wiki/Aaj_Ka_Robin_Hood
Aage Ki Soch,tt0231073,,https://en.wikipedia.org/wiki/Aage_Ki_Soch
Aag Ke Sholay,tt0270820,,https://en.wikipedia.org/wiki/Aag_Ke_Sholay
Aakhri Adaalat,tt0177505,,https://en.wikipedia.org/wiki/Aakhri_Adaalat
Agnee (1988 film),tt0247915,https://upload.wikimedia.org/wikipedia/en/7/77/Agnee88film.jpg,https://en.wikipedia.org/wiki/Agnee_(1988_film)
Akarshan,tt0309261,,https://en.wikipedia.org/wiki/Akarshan
Andha Yudh,tt0383875,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/AndhaYudhfilm.jpg/220px-AndhaYudhfilm.jpg,https://en.wikipedia.org/wiki/Andha_Yudh
Aaj Ke Angaare,tt0363407,,https://en.wikipedia.org/wiki/Aaj_Ke_Angaare
Aurat Teri Yehi Kahani,tt0388748,,https://en.wikipedia.org/wiki/Aurat_Teri_Yehi_Kahani
Charnon Ki Saugandh,tt0154311,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Charanon88.jpg/220px-Charanon88.jpg,https://en.wikipedia.org/wiki/Charnon_Ki_Saugandh
Bees Saal Baad (1988 film),tt0094720,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/BeesSaal89.jpg/220px-BeesSaal89.jpg,https://en.wikipedia.org/wiki/Bees_Saal_Baad_(1988_film)
Biwi Ho To Aisi,tt0168516,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Biwi_Ho_To_Aisi.jpg/220px-Biwi_Ho_To_Aisi.jpg,https://en.wikipedia.org/wiki/Biwi_Ho_To_Aisi
Daisy (1988 film),tt0254247,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Daisy_1988_film_poster.jpg/220px-Daisy_1988_film_poster.jpg,https://en.wikipedia.org/wiki/Daisy_(1988_film)
Commando (1988 film),tt0363525,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/CommandoMithun.jpg/220px-CommandoMithun.jpg,https://en.wikipedia.org/wiki/Commando_(1988_film)
Dariya Dil,tt0377738,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Dariya_Dil.jpg/220px-Dariya_Dil.jpg,https://en.wikipedia.org/wiki/Dariya_Dil
Dayavan,tt0094958,https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Dayavan.jpg/220px-Dayavan.jpg,https://en.wikipedia.org/wiki/Dayavan
Dharamyudh,tt0095010,,https://en.wikipedia.org/wiki/Dharamyudh
Do Waqt Ki Roti,tt0359170,,https://en.wikipedia.org/wiki/Do_Waqt_Ki_Roti
Ek Aadmi,tt0150446,,https://en.wikipedia.org/wiki/Ek_Aadmi
Ek Hi Maqsad,tt0448454,,https://en.wikipedia.org/wiki/Ek_Hi_Maqsad
Ek Naya Rishta,tt0249492,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Ek_Naya_Rishta.jpg/220px-Ek_Naya_Rishta.jpg,https://en.wikipedia.org/wiki/Ek_Naya_Rishta
Aakhri Nishchay,tt0178179,,https://en.wikipedia.org/wiki/Aakhri_Nishchay
Halaal Ki Kamai,tt0363659,https://upload.wikimedia.org/wikipedia/en/2/23/HalaalKiKamai.png,https://en.wikipedia.org/wiki/Halaal_Ki_Kamai
Ganga Tere Desh Mein,tt0359309,https://upload.wikimedia.org/wikipedia/en/2/23/Ganga_Tere_Desh_Mein.jpg,https://en.wikipedia.org/wiki/Ganga_Tere_Desh_Mein
Gangaa Jamunaa Saraswati,tt0095198,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/GangaJamunafilm.jpg/220px-GangaJamunafilm.jpg,https://en.wikipedia.org/wiki/Gangaa_Jamunaa_Saraswathi
Ghar Ghar Ki Kahani (1988 film),tt0231646,,https://en.wikipedia.org/wiki/Ghar_Ghar_Ki_Kahani_(1988_film)
Ghar Mein Ram Gali Mein Shyam,tt0315893,,https://en.wikipedia.org/wiki/Ghar_Mein_Ram_Gali_Mein_Shyam
Gunahon Ka Faisla,tt0243294,,https://en.wikipedia.org/wiki/Gunahon_Ka_Faisla
Faisla,tt0314049,,https://en.wikipedia.org/wiki/Faisla
Hatya,tt0363666,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Hatyafilmnew.jpg/220px-Hatyafilmnew.jpg,https://en.wikipedia.org/wiki/Hatya
Hum Farishte Nahin,tt0366593,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/HumFarishteNahin.jpg/220px-HumFarishteNahin.jpg,https://en.wikipedia.org/wiki/Hum_Farishte_Nahin
Inteqam,tt0095375,,https://en.wikipedia.org/wiki/Inteqam
Jeete Hain Shaan Se,tt0361772,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/JeeteHainShaanSefilm.jpg/220px-JeeteHainShaanSefilm.jpg,https://en.wikipedia.org/wiki/Jeete_Hain_Shaan_Se
Jungle Ki Beti,tt0382771,,https://en.wikipedia.org/wiki/Jungle_Ki_Beti
Kab Tak Chup Rahungi,tt0254462,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/KabTakChupRahungi.jpg/220px-KabTakChupRahungi.jpg,https://en.wikipedia.org/wiki/Kab_Tak_Chup_Rahungi
Kabrastan,tt0440530,,https://en.wikipedia.org/wiki/Kabrastan
Kanwarlal,tt0363735,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Kanwarlal.jpg/220px-Kanwarlal.jpg,https://en.wikipedia.org/wiki/Kanwarlal
Kabzaa,tt0156663,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Kabzaafilm.jpg/220px-Kabzaafilm.jpg,https://en.wikipedia.org/wiki/Kabzaa
Khoon Bhari Maang,tt0151206,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/KhoonBhariMaang.jpg/220px-KhoonBhariMaang.jpg,https://en.wikipedia.org/wiki/Khoon_Bhari_Maang
Khatron Ke Khiladi (1988 film),tt0095440,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Khatron_Ke_Khiladi_%28film%29.jpg/220px-Khatron_Ke_Khiladi_%28film%29.jpg,https://en.wikipedia.org/wiki/Khatron_Ke_Khiladi_(1988_film)
Libaas,tt0215931,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Libaas.jpg/220px-Libaas.jpg,https://en.wikipedia.org/wiki/Libaas
Maalamaal,tt0300160,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Maalamaal_The_Movie.jpg/220px-Maalamaal_The_Movie.jpg,https://en.wikipedia.org/wiki/Maalamaal
Mahaveera (film),tt0366739,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Mahaveerafilmi.jpg/220px-Mahaveerafilmi.jpg,https://en.wikipedia.org/wiki/Mahaveera_(film)
Main Zinda Hoon,tt0446395,,https://en.wikipedia.org/wiki/Main_Zinda_Hoon
Mar Mitenge,tt0359657,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/MarMitengefilm.jpg/220px-MarMitengefilm.jpg,https://en.wikipedia.org/wiki/Mar_Mitenge
Mardon Wali Baat,tt0157974,https://upload.wikimedia.org/wikipedia/en/6/6d/Mardon_Wali_Baat.jpg,https://en.wikipedia.org/wiki/Mardon_Wali_Baat
Mera Shikar,tt0261064,,https://en.wikipedia.org/wiki/Mera_Shikar
Mohabbat Ke Dushman,tt0239654,,https://en.wikipedia.org/wiki/Mohabbat_Ke_Dushman
Mohre,tt0093555,https://upload.wikimedia.org/wikipedia/en/2/20/Mohre_%28movie_poster%29.jpg,https://en.wikipedia.org/wiki/Mohre
Mulzim,tt0363832,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Mulzimfilm1997.jpg/220px-Mulzimfilm1997.jpg,https://en.wikipedia.org/wiki/Mulzim
Namumkin,tt0244670,,https://en.wikipedia.org/wiki/Namumkin
Paanch Fauladi,tt0430446,,https://en.wikipedia.org/wiki/Paanch_Fauladi
Om-Dar-B-Dar,tt0246825,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Avant_Garde_Omdarbadar_Kamal_Swaroop_Poster.jpg/220px-Avant_Garde_Omdarbadar_Kamal_Swaroop_Poster.jpg,https://en.wikipedia.org/wiki/Om-Dar-B-Dar
Paap Ki Duniya,tt0243472,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/PaapKiDuniya.jpg/220px-PaapKiDuniya.jpg,https://en.wikipedia.org/wiki/Paap_Ki_Duniya
Paap Ko Jalaa Kar Raakh Kar Doonga,tt0384403,https://upload.wikimedia.org/wikipedia/en/e/e6/Paap_Ko_Jalaa_Kar_Raakh_Kar_Doonga.jpg,https://en.wikipedia.org/wiki/Paap_Ko_Jalaa_Kar_Raakh_Kar_Doonga
Parbat Ke Us Paar,tt0395702,,https://en.wikipedia.org/wiki/Parbat_Ke_Us_Paar
Pestonjee,tt0095857,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Pestonjee_poster.jpg/220px-Pestonjee_poster.jpg,https://en.wikipedia.org/wiki/Pestonjee
Pushpaka Vimana (1987 film),tt0251355,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Pushpaka_Vimana_1987_Film_Poster.jpg/220px-Pushpaka_Vimana_1987_Film_Poster.jpg,https://en.wikipedia.org/wiki/Pushpak
Pyaar Mohabbat,tt0363000,,https://en.wikipedia.org/wiki/Pyaar_Mohabbat
Rihaee (film),tt0259541,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Rihaee1988film.jpg/220px-Rihaee1988film.jpg,https://en.wikipedia.org/wiki/Rihaee_(1988_Film)
Rukhsat,tt0423100,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Rukhsatfilm.jpg/220px-Rukhsatfilm.jpg,https://en.wikipedia.org/wiki/Rukhsat
Saazish (1988 film),tt0232564,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Saazish88film.jpg/220px-Saazish88film.jpg,https://en.wikipedia.org/wiki/Saazish_(1988_film)
Ram-Avtar,tt0095955,,https://en.wikipedia.org/wiki/Ram-Avtar
Qatil,tt0359859,,https://en.wikipedia.org/wiki/Qatil
Pyaar Ka Mandir,tt0155074,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/PyarKaMandir.jpg/220px-PyarKaMandir.jpg,https://en.wikipedia.org/wiki/Pyar_Ka_Mandir
Rama O Rama,tt0350030,,https://en.wikipedia.org/wiki/Rama_O_Rama
Qayamat Se Qayamat Tak,tt0095936,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Qayamat_Se_Qayamat_Tak.jpg/220px-Qayamat_Se_Qayamat_Tak.jpg,https://en.wikipedia.org/wiki/Qayamat_Se_Qayamat_Tak
Sherni,tt0187060,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Sherni.jpg/220px-Sherni.jpg,https://en.wikipedia.org/wiki/Sherni
Sagar Sangam,tt0216171,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Sagar_SangamMithun.jpg/220px-Sagar_SangamMithun.jpg,https://en.wikipedia.org/wiki/Sagar_Sangam
Sone Pe Suhaaga,tt0096139,https://upload.wikimedia.org/wikipedia/en/a/a4/Sone_Pe_Suhaaga.jpg,https://en.wikipedia.org/wiki/Sone_Pe_Suhaaga
Shahenshah (1988 film),tt0093949,,https://en.wikipedia.org/wiki/Shahenshah_(1988_film)
Soorma Bhopali,tt0096140,https://upload.wikimedia.org/wikipedia/en/d/d1/Soorma_Bhopali.jpg,https://en.wikipedia.org/wiki/Soorma_Bhopali
Shiv Shakti,tt0376886,,https://en.wikipedia.org/wiki/Shiv_Shakti
Salaam Bombay!,tt0096028,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Salaam_Bombay%21_poster.jpg/220px-Salaam_Bombay%21_poster.jpg,https://en.wikipedia.org/wiki/Salaam_Bombay!
Vijay (1988 film),tt0096390,https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Vijay_film.jpg/220px-Vijay_film.jpg,https://en.wikipedia.org/wiki/Vijay_(1988_film)
Tamacha,,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Tamachafilm.jpg/220px-Tamachafilm.jpg,https://en.wikipedia.org/wiki/Tamacha
Tezaab,tt0096252,https://upload.wikimedia.org/wikipedia/en/5/59/Tezaabfilm.jpg,https://en.wikipedia.org/wiki/Tezaab
The Deceivers (film),tt0094979,https://upload.wikimedia.org/wikipedia/en/b/bd/Deceivers.jpg,https://en.wikipedia.org/wiki/The_Deceivers_(film)
Tohfa Mohabbat Ka,tt0448812,,https://en.wikipedia.org/wiki/Tohfa_Mohabbat_Ka
Trishagni,tt0300575,,https://en.wikipedia.org/wiki/Trishagni
Veerana,tt0260494,,https://en.wikipedia.org/wiki/Veerana
Zulm Ko Jala Doonga,tt0390669,,https://en.wikipedia.org/wiki/Zulm_Ko_Jala_Doonga
Woh Phir Aayegi,tt0230978,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Woh_Phir_Aayegi.jpg/220px-Woh_Phir_Aayegi.jpg,https://en.wikipedia.org/wiki/Woh_Phir_Aayegi
Waaris (1988 film),tt0367214,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Waarisfilmhindi.jpg/220px-Waarisfilmhindi.jpg,https://en.wikipedia.org/wiki/Waaris_(1988_film)
Waqt Ki Awaz,tt0096415,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Waqt_Ki_Awaaz.jpg/220px-Waqt_Ki_Awaaz.jpg,https://en.wikipedia.org/wiki/Waqt_Ki_Awaz
Yateem,tt0096477,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Yateemfilm.jpg/220px-Yateemfilm.jpg,https://en.wikipedia.org/wiki/Yateem
Zakhmi Aurat,tt0364135,,https://en.wikipedia.org/wiki/Zakhmi_Aurat
Zalzala (1988 film),tt0358302,https://upload.wikimedia.org/wikipedia/en/a/aa/Zalzala_%281988%29.jpg,https://en.wikipedia.org/wiki/Zalzala_(1988_film)
Aag Hi Aag,tt0177487,https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Aag_Hi_Aag.jpg/220px-Aag_Hi_Aag.jpg,https://en.wikipedia.org/wiki/Aag_Hi_Aag
Aaj (film),tt0156256,,https://en.wikipedia.org/wiki/Aaj_(film)
Apne Apne,tt0313213,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Apne_Apne_%281987_film%29.jpg/220px-Apne_Apne_%281987_film%29.jpg,https://en.wikipedia.org/wiki/Apne_Apne
Aulad (1987 film),tt0186838,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Aulad1987film.jpg/220px-Aulad1987film.jpg,https://en.wikipedia.org/wiki/Aulad_(1987_film)
Awam (film),tt0158477,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Awam.jpg/220px-Awam.jpg,https://en.wikipedia.org/wiki/Awam_(film)
Besahara,tt0230033,https://upload.wikimedia.org/wikipedia/en/7/7c/Besahara1987film.jpg,https://en.wikipedia.org/wiki/Besahara
Dacait,tt0266439,,https://en.wikipedia.org/wiki/Dacait
Dadagiri (film),tt0449892,https://upload.wikimedia.org/wikipedia/en/8/8e/Dadagiri_poster.jpg,https://en.wikipedia.org/wiki/Dadagiri_(film)
Dak Bangla,tt0260838,,https://en.wikipedia.org/wiki/Dak_Bangla
Daku Hasina,tt0270299,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/DakuHasinafilm.jpg/220px-DakuHasinafilm.jpg,https://en.wikipedia.org/wiki/Daku_Hasina
Dance Dance (film),tt0317312,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/Dance_Dance_poster.jpg/220px-Dance_Dance_poster.jpg,https://en.wikipedia.org/wiki/Dance_Dance_(1987_film)
Deewana Tere Naam Ka,tt0405864,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/DeewanaTerefilm.jpg/220px-DeewanaTerefilm.jpg,https://en.wikipedia.org/wiki/Deewana_Tere_Naam_Ka
Dil Tujhko Diya,tt0385655,,https://en.wikipedia.org/wiki/Dil_Tujhko_Diya
