movie_id,imdb_id
178489,5197544
151804,5207116
170459,5235880
161177,5240748
152067,5286444
155758,5310090
189861,5325684
182395,5456546
169888,5460276
179697,5472374
165901,5472758
176063,5502766
184217,5542802
168962,5571734
186785,5613834
192773,5638474
160555,5662932
176249,5690142
161608,5713232
179389,5745450
168656,5764024
177095,5764096
181245,5785170
174661,5882970
184165,5935704
164443,5943306
167038,5946128
184229,5956100
176331,5997666
180269,5997928
179397,6108090
183231,6206564
173175,6277440
184779,6405126
190765,6452574
178933,6484982
184215,6537508
186749,6588966
183385,6712014
184551,6774212
181079,6791730
190823,6826438
190767,6843812
193635,6923462
187661,6926486
184213,6967980
184993,6971752
193843,7098658
187663,7180544
185601,7363076
184235,7399470
190763,7431594
184211,7469726
181637,7549484
184941,7581902
191377,7638344
190307,7700730
184583,7853242
193073,8108202
193139,8202612
